name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
Q8WUM9|265|S|21,34,Q8WUM9,S,265,21,SLC20A1
P02545|458|S|21,34,P02545,S,458,21,LMNA
Q2KJY2|972|S|21,34,Q2KJY2,S,972,21,KIF26B
Q96JP5|83|S|21,34,Q96JP5,S,83,21,ZFP91
Q9UQ35|2690|S|21,34,Q9UQ35,S,2690,21,SRRM2
Q96FC7|12|S|21,34,Q96FC7,S,12,21,PHYHIPL
O95359|2320|R|7,34,O95359,R,2320,7,TACC2
Q15147|891|S|21,34,Q15147,S,891,21,PLCB4
Q1KMD3|185|S|21,34,Q1KMD3,S,185,21,HNRNPUL2
Q9ULH0|1526|S|21,34,Q9ULH0,S,1526,21,KIDINS220
Q9UQC2|634|S|21,34,Q9UQC2,S,634,21,GAB2
Q9H6H4|202|S|21,34,Q9H6H4,S,202,21,REEP4
Q8WWQ0|879|S|21,34,Q8WWQ0,S,879,21,PHIP
Q9BRL6|281|S|21,34,Q9BRL6,S,281,21,SRSF8
Q8WWQ0|881|S|21,34,Q8WWQ0,S,881,21,PHIP
P48634|761|S|21,34,P48634,S,761,21,PRRC2A
P48634|759|S|21,34,P48634,S,759,21,PRRC2A
P35612|596|S|21,34,P35612,S,596,21,ADD2
Q8WUM9|267|S|21,34,Q8WUM9,S,267,21,SLC20A1
P31629|954|S|21,34,P31629,S,954,21,HIVEP2
O15075|310|S|21,34,O15075,S,310,21,DCLK1
Q15147|889|S|21,34,Q15147,S,889,21,PLCB4
P31629|955|S|21,34,P31629,S,955,21,HIVEP2
Q9UQC2|637|S|21,34,Q9UQC2,S,637,21,GAB2
Q8WUM9|269|S|21,34,Q8WUM9,S,269,21,SLC20A1
P17275|255|T|21,34,P17275,T,255,21,JUNB
Q8NHM5|911|R|7,34,Q8NHM5,R,911,7,KDM2B
Q01804|1024|S|21,34,Q01804,S,1024,21,OTUD4
Q96JP5|82|S|21,34,Q96JP5,S,82,21,ZFP91
Q96RR4|133|S|21,34,Q96RR4,S,133,21,CAMKK2
Q96G23|348|S|21,34,Q96G23,S,348,21,CERS2
Q5T3I0|139|S|21,34,Q5T3I0,S,139,21,GPATCH4
Q8N3X1|435|S|21,34,Q8N3X1,S,435,21,FNBP4
Q9BRL6|273|S|21,34,Q9BRL6,S,273,21,SRSF8
Q9H2G2|571|S|21,34,Q9H2G2,S,571,21,SLK
P17275|251|S|21,34,P17275,S,251,21,JUNB
Q8WWQ0|880|S|21,34,Q8WWQ0,S,880,21,PHIP
Q9Y2U8|261|S|21,34,Q9Y2U8,S,261,21,LEMD3
O14647|1087|S|21,34,O14647,S,1087,21,CHD2
Q16181|228|T|21,34,Q16181,T,228,21,SEPTIN7
O14647|1085|S|21,34,O14647,S,1085,21,CHD2
Q01804|1023|S|21,34,Q01804,S,1023,21,OTUD4
Q9HC35|138|S|21,34,Q9HC35,S,138,21,EML4
Q96G23|341|S|21,34,Q96G23,S,341,21,CERS2
Q8N3X1|431|S|21,34,Q8N3X1,S,431,21,FNBP4
Q9H2G2|565|S|21,34,Q9H2G2,S,565,21,SLK
O75494|129|S|21,34,O75494,S,129,21,SRSF10
Q9H5J8|23|S|21,34,Q9H5J8,S,23,21,TAF1D
Q9ULH0|1359|S|21,34,Q9ULH0,S,1359,21,KIDINS220
P17275|259|S|21,34,P17275,S,259,21,JUNB
P48634|764|S|21,34,P48634,S,764,21,PRRC2A
Q9Y2U8|259|S|21,34,Q9Y2U8,S,259,21,LEMD3
Q6ZMG9|346|S|21,34,Q6ZMG9,S,346,21,CERS6
Q15147|894|R|7,34,Q15147,R,894,7,PLCB4
Q9BRG2|147|S|21,34,Q9BRG2,S,147,21,SH2D3A
Q9Y2U8|253|S|21,34,Q9Y2U8,S,253,21,LEMD3
O75494|131|S|21,34,O75494,S,131,21,SRSF10
Q9UQC2|633|S|21,34,Q9UQC2,S,633,21,GAB2
P31629|951|S|21,34,P31629,S,951,21,HIVEP2
O15075|312|S|21,34,O15075,S,312,21,DCLK1
P35612|600|S|21,34,P35612,S,600,21,ADD2
O75494|133|S|21,34,O75494,S,133,21,SRSF10
Q96G23|349|S|21,34,Q96G23,S,349,21,CERS2
Q96JP5|85|S|21,34,Q96JP5,S,85,21,ZFP91
Q9BRL6|282|S|21,34,Q9BRL6,S,282,21,SRSF8
Q9H6H4|194|S|21,34,Q9H6H4,S,194,21,REEP4
