name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
P00558|264|K|34,19,P00558,K,264,34,PGK1
Q32P51|161|K|34,19,Q32P51,K,161,34,HNRNPA1L2
Q15393|1074|K|34,19,Q15393,K,1074,34,SF3B3
P30041|84|K|34,19,P30041,K,84,34,PRDX6
P61604|86|K|34,19,P61604,K,86,34,HSPE1
P36542|79|K|34,19,P36542,K,79,34,ATP5F1C
P06744|252|K|34,19,P06744,K,252,34,GPI
P02675|471|K|34,19,P02675,K,471,34,FGB
P08243|195|K|34,19,P08243,K,195,34,ASNS
P11021|573|K|34,19,P11021,K,573,34,HSPA5
P07099|411|K|34,19,P07099,K,411,34,EPHX1
Q14204|1580|K|34,19,Q14204,K,1580,34,DYNC1H1
O75367|96|K|34,19,O75367,K,96,34,MACROH2A1
P31943|167|K|34,19,P31943,K,167,34,HNRNPH1
Q92928|170|K|34,19,Q92928,K,170,34,RAB1C
P35232|240|K|34,19,P35232,K,240,34,PHB1
P07900|191|K|34,19,P07900,K,191,34,HSP90AA1
P19338|639|K|34,19,P19338,K,639,34,NCL
O00231|46|K|34,19,O00231,K,46,34,PSMD11
P32119|119|K|34,19,P32119,K,119,34,PRDX2
Q14914|25|K|34,19,Q14914,K,25,34,PTGR1
Q15287|186|K|34,19,Q15287,K,186,34,RNPS1
P00558|291|K|34,19,P00558,K,291,34,PGK1
P05455|74|K|34,19,P05455,K,74,34,SSB
P07900|560|K|34,19,P07900,K,560,34,HSP90AA1
Q15691|122|K|34,19,Q15691,K,122,34,MAPRE1
P62140|259|K|34,19,P62140,K,259,34,PPP1CB
P55072|677|K|34,19,P55072,K,677,34,VCP
O75436|51|K|34,19,O75436,K,51,34,VPS26A
P13010|525|K|34,19,P13010,K,525,34,XRCC5
P04406|186|K|34,19,P04406,K,186,34,GAPDH
P0DP23|116|K|34,19,P0DP23,K,116,34,CALM1
P15880|257|K|34,19,P15880,K,257,34,RPS2
P43490|99|K|34,19,P43490,K,99,34,NAMPT
Q07021|220|K|34,19,Q07021,K,220,34,C1QBP
P36578|157|K|34,19,P36578,K,157,34,RPL4
P28066|32|K|34,19,P28066,K,32,34,PSMA5
Q7KZF4|603|K|34,19,Q7KZF4,K,603,34,SND1
P68133|86|K|34,19,P68133,K,86,34,ACTA1
P05388|264|K|34,19,P05388,K,264,34,RPLP0
P07900|559|K|34,19,P07900,K,559,34,HSP90AA1
P36578|162|K|34,19,P36578,K,162,34,RPL4
P07355|104|K|34,19,P07355,K,104,34,ANXA2
P0DP23|78|K|34,19,P0DP23,K,78,34,CALM1
P46777|241|K|34,19,P46777,K,241,34,RPL5
Q05682|170|K|34,19,Q05682,K,170,34,CALD1
P07237|385|K|34,19,P07237,K,385,34,P4HB
P19338|318|K|34,19,P19338,K,318,34,NCL
P26599|497|K|34,19,P26599,K,497,34,PTBP1
P00403|98|K|34,19,P00403,K,98,34,MT
P55209|194|K|34,19,P55209,K,194,34,NAP1L1
P14625|135|K|34,19,P14625,K,135,34,HSP90B1
P14625|285|K|34,19,P14625,K,285,34,HSP90B1
P08243|191|K|34,19,P08243,K,191,34,ASNS
P62937|91|K|34,19,P62937,K,91,34,PPIA
P22059|768|K|34,19,P22059,K,768,34,OSBP
P55072|312|K|34,19,P55072,K,312,34,VCP
Q00610|112|K|34,19,Q00610,K,112,34,CLTC
P06748|54|K|34,19,P06748,K,54,34,NPM1
Q01995|21|K|34,19,Q01995,K,21,34,TAGLN
P13010|565|K|34,19,P13010,K,565,34,XRCC5
P18085|59|K|34,19,P18085,K,59,34,ARF4
P62333|333|K|34,19,P62333,K,333,34,PSMC6
P14866|568|K|34,19,P14866,K,568,34,HNRNPL
Q58FF8|141|K|34,19,Q58FF8,K,141,34,HSP90AB2P
O76021|276|K|34,19,O76021,K,276,34,RSL1D1
Q13185|141|K|34,19,Q13185,K,141,34,CBX3
P07900|558|K|34,19,P07900,K,558,34,HSP90AA1
P22626|168|K|34,19,P22626,K,168,34,HNRNPA2B1
P0DP23|95|K|34,19,P0DP23,K,95,34,CALM1
P51991|182|K|34,19,P51991,K,182,34,HNRNPA3
Q02878|237|K|34,19,Q02878,K,237,34,RPL6
P61313|140|K|34,19,P61313,K,140,34,RPL15
P50991|319|K|34,19,P50991,K,319,34,CCT4
P35579|882|K|34,19,P35579,K,882,34,MYH9
O43707|300|K|34,19,O43707,K,300,34,ACTN4
P49411|94|K|34,19,P49411,K,94,34,TUFM
P35579|355|K|34,19,P35579,K,355,34,MYH9
P60660|79|K|34,19,P60660,K,79,34,MYL6
P30153|358|K|34,19,P30153,K,358,34,PPP2R1A
P14625|319|K|34,19,P14625,K,319,34,HSP90B1
P26641|147|K|34,19,P26641,K,147,34,EEF1G
P56385|69|K|34,19,P56385,K,69,34,ATP5ME
P02671|195|K|34,19,P02671,K,195,34,FGA
P52597|347|K|34,19,P52597,K,347,34,HNRNPF
P61313|128|K|34,19,P61313,K,128,34,RPL15
Q15084|208|K|34,19,Q15084,K,208,34,PDIA6
Q969H8|125|K|34,19,Q969H8,K,125,34,MYDGF
P06733|281|K|34,19,P06733,K,281,34,ENO1
P62258|28|K|34,19,P62258,K,28,34,YWHAE
P41219|288|K|34,19,P41219,K,288,34,PRPH
P27482|116|K|34,19,P27482,K,116,34,CALML3
P30101|395|K|34,19,P30101,K,395,34,PDIA3
Q8N0Y7|138|K|34,19,Q8N0Y7,K,138,34,PGAM4
P14625|428|K|34,19,P14625,K,428,34,HSP90B1
P21796|197|K|34,19,P21796,K,197,34,VDAC1
Q14847|128|K|34,19,Q14847,K,128,34,LASP1
