name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
P55265|601|T|21,32,P55265,T,601,21,ADAR
Q14980|1728|S|21,32,Q14980,S,1728,21,NUMA1
Q9UK61|972|S|21,32,Q9UK61,S,972,21,TASOR
Q12906|592|T|21,32,Q12906,T,592,21,ILF3
Q9BYW2|459|S|21,32,Q9BYW2,S,459,21,SETD2
P35222|552|S|21,32,P35222,S,552,21,CTNNB1
Q9UQ35|1122|S|21,32,Q9UQ35,S,1122,21,SRRM2
P43243|188|S|21,32,P43243,S,188,21,MATR3
Q9UJV9|21|S|21,32,Q9UJV9,S,21,21,DDX41
Q14980|1724|S|21,32,Q14980,S,1724,21,NUMA1
Q96A49|248|T|21,32,Q96A49,T,248,21,SYAP1
Q6PKG0|849|S|21,32,Q6PKG0,S,849,21,LARP1
Q9UK61|978|S|21,32,Q9UK61,S,978,21,TASOR
P50851|1139|S|21,32,P50851,S,1139,21,LRBA
Q14669|354|S|21,32,Q14669,S,354,21,TRIP12
P19634|599|S|21,32,P19634,S,599,21,SLC9A1
Q13283|149|S|21,32,Q13283,S,149,21,G3BP1
O75379|30|S|21,32,O75379,S,30,21,VAMP4
Q86U90|37|S|21,32,Q86U90,S,37,21,YRDC
O43765|81|T|21,32,O43765,T,81,21,SGTA
Q9UQ35|1124|S|21,32,Q9UQ35,S,1124,21,SRRM2
Q8WUZ0|97|S|21,32,Q8WUZ0,S,97,21,BCL7C
Q96P48|229|S|21,32,Q96P48,S,229,21,ARAP1
Q9NYF8|385|S|21,32,Q9NYF8,S,385,21,BCLAF1
Q7Z5K2|77|S|21,32,Q7Z5K2,S,77,21,WAPL
Q14684|245|S|21,32,Q14684,S,245,21,RRP1B
Q9UK61|979|S|21,32,Q9UK61,S,979,21,TASOR
P18583|2129|S|21,32,P18583,S,2129,21,SON
Q6UN15|259|S|21,32,Q6UN15,S,259,21,FIP1L1
Q13427|356|S|21,32,Q13427,S,356,21,PPIG
P35555|2702|S|21,32,P35555,S,2702,21,FBN1
P19634|605|S|21,32,P19634,S,605,21,SLC9A1
Q8IZP0|178|T|21,32,Q8IZP0,T,178,21,ABI1
P55196|1171|R|7,32,P55196,R,1171,7,AFDN
Q6NZI2|365|S|21,32,Q6NZI2,S,365,21,CAVIN1
Q9UQ35|851|R|7,32,Q9UQ35,R,851,7,SRRM2
A2RUB6|259|S|21,32,A2RUB6,S,259,21,CCDC66
Q8N1G0|266|S|21,32,Q8N1G0,S,266,21,ZNF687
A2RUB6|258|S|21,32,A2RUB6,S,258,21,CCDC66
P23588|489|S|21,32,P23588,S,489,21,EIF4B
Q6PKG0|850|S|21,32,Q6PKG0,S,850,21,LARP1
Q14676|168|S|21,32,Q14676,S,168,21,MDC1
Q6PKG0|853|S|21,32,Q6PKG0,S,853,21,LARP1
Q9BYW2|458|S|21,32,Q9BYW2,S,458,21,SETD2
P78312|578|S|21,32,P78312,S,578,21,FAM193A
Q68CZ2|776|S|21,32,Q68CZ2,S,776,21,TNS3
P78312|584|S|21,32,P78312,S,584,21,FAM193A
Q9UJV9|23|S|21,32,Q9UJV9,S,23,21,DDX41
Q8N1G0|271|S|21,32,Q8N1G0,S,271,21,ZNF687
Q6PKG0|851|S|21,32,Q6PKG0,S,851,21,LARP1
Q9NVU7|585|S|21,32,Q9NVU7,S,585,21,SDAD1
Q9BYW2|461|S|21,32,Q9BYW2,S,461,21,SETD2
Q8WUZ0|100|S|21,32,Q8WUZ0,S,100,21,BCL7C
Q04637|1231|S|21,32,Q04637,S,1231,21,EIF4G1
Q09666|115|S|21,32,Q09666,S,115,21,AHNAK
P43243|195|S|21,32,P43243,S,195,21,MATR3
P19634|602|S|21,32,P19634,S,602,21,SLC9A1
Q6NZI2|366|S|21,32,Q6NZI2,S,366,21,CAVIN1
Q14980|1969|S|21,32,Q14980,S,1969,21,NUMA1
P38159|352|S|21,32,P38159,S,352,21,RBMX
Q13427|358|T|21,32,Q13427,T,358,21,PPIG
P78312|576|S|21,32,P78312,S,576,21,FAM193A
P19634|603|T|21,32,P19634,T,603,21,SLC9A1
Q9UK61|971|S|21,32,Q9UK61,S,971,21,TASOR
P23588|488|S|21,32,P23588,S,488,21,EIF4B
P78344|508|T|21,32,P78344,T,508,21,EIF4G2
Q9GZR7|295|S|21,32,Q9GZR7,S,295,21,DDX24
