name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
Q14195|509|T|21,33,Q14195,T,509,21,DPYSL3
Q53ET0|460|S|21,33,Q53ET0,S,460,21,CRTC2
Q14195|524|T|21,33,Q14195,T,524,21,DPYSL3
P78559|667|S|21,33,P78559,S,667,21,MAP1A
Q16623|14|S|21,33,Q16623,S,14,21,STX1A
Q7L8J4|362|S|21,33,Q7L8J4,S,362,21,SH3BP5L
Q4KMP7|22|S|21,33,Q4KMP7,S,22,21,TBC1D10B
Q8ND56|216|S|21,33,Q8ND56,S,216,21,LSM14A
P11137|1155|S|21,33,P11137,S,1155,21,MAP2
Q8N122|863|S|21,33,Q8N122,S,863,21,RPTOR
Q8N6H7|146|S|21,33,Q8N6H7,S,146,21,ARFGAP2
Q5VT52|723|T|21,33,Q5VT52,T,723,21,RPRD2
Q9UHY1|433|T|21,33,Q9UHY1,T,433,21,NRBP1
Q8NE71|140|S|21,33,Q8NE71,S,140,21,ABCF1
O60256|227|S|21,33,O60256,S,227,21,PRPSAP2
Q9Y6Y0|338|S|21,33,Q9Y6Y0,S,338,21,IVNS1ABP
Q12982|116|T|21,33,Q12982,T,116,21,BNIP2
Q8TDZ2|617|S|21,33,Q8TDZ2,S,617,21,MICAL1
P00966|219|T|21,33,P00966,T,219,21,ASS1
Q9Y2H5|777|S|21,33,Q9Y2H5,S,777,21,PLEKHA6
P46821|1154|S|21,33,P46821,S,1154,21,MAP1B
Q92538|1301|S|21,33,Q92538,S,1301,21,GBF1
Q92609|554|S|21,33,Q92609,S,554,21,TBC1D5
Q53ET0|456|S|21,33,Q53ET0,S,456,21,CRTC2
P78559|1218|S|21,33,P78559,S,1218,21,MAP1A
Q01581|495|S|21,33,Q01581,S,495,21,HMGCS1
O43741|183|S|21,33,O43741,S,183,21,PRKAB2
Q9H0W8|2|S|21,33,Q9H0W8,S,2,21,SMG9
Q7Z5L9|175|S|21,33,Q7Z5L9,S,175,21,IRF2BP2
O43493|298|S|21,33,O43493,S,298,21,TGOLN2
O15075|32|S|21,33,O15075,S,32,21,DCLK1
P13591|784|S|21,33,P13591,S,784,21,NCAM1
Q99700|771|T|21,33,Q99700,T,771,21,ATXN2
Q2M2I8|637|S|21,33,Q2M2I8,S,637,21,AAK1
O43741|184|S|21,33,O43741,S,184,21,PRKAB2
P04406|154|T|21,33,P04406,T,154,21,GAPDH
P22466|116|S|21,33,P22466,S,116,21,GAL
Q92538|1305|S|21,33,Q92538,S,1305,21,GBF1
Q13813|1031|S|21,33,Q13813,S,1031,21,SPTAN1
Q8TB36|11|S|21,33,Q8TB36,S,11,21,GDAP1
O15240|420|S|21,33,O15240,S,420,21,VGF
P50402|52|S|21,33,P50402,S,52,21,EMD
P50402|49|S|21,33,P50402,S,49,21,EMD
Q9NZQ3|181|T|21,33,Q9NZQ3,T,181,21,NCKIPSD
Q9NPQ8|523|S|21,33,Q9NPQ8,S,523,21,RIC8A
O14683|14|S|21,33,O14683,S,14,21,TP53I11
P27816|696|S|21,33,P27816,S,696,21,MAP4
Q13541|77|T|21,33,Q13541,T,77,21,EIF4EBP1
Q9NPQ8|528|S|21,33,Q9NPQ8,S,528,21,RIC8A
Q9BUH6|148|S|21,33,Q9BUH6,S,148,21,PAXX
Q14195|508|T|21,33,Q14195,T,508,21,DPYSL3
P84157|144|S|21,33,P84157,S,144,21,MXRA7
Q9BWU0|258|S|21,33,Q9BWU0,S,258,21,SLC4A1AP
Q9NPQ8|524|S|21,33,Q9NPQ8,S,524,21,RIC8A
O43314|38|S|21,33,O43314,S,38,21,PPIP5K2
Q9UPQ0|718|S|21,33,Q9UPQ0,S,718,21,LIMCH1
P46821|1252|S|21,33,P46821,S,1252,21,MAP1B
P27816|1073|S|21,33,P27816,S,1073,21,MAP4
Q9Y2H2|942|S|21,33,Q9Y2H2,S,942,21,INPP5F
O75569|18|S|21,33,O75569,S,18,21,PRKRA
P04406|153|T|21,33,P04406,T,153,21,GAPDH
O94979|1163|S|21,33,O94979,S,1163,21,SEC31A
P78559|1776|S|21,33,P78559,S,1776,21,MAP1A
P68371|58|K|34,33,P68371,K,58,34,TUBB4B
Q9Y618|1383|T|21,33,Q9Y618,T,1383,21,NCOR2
Q12756|1370|S|21,33,Q12756,S,1370,21,KIF1A
P13591|780|S|21,33,P13591,S,780,21,NCAM1
