name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
O15085|656|T|21,1,O15085,T,656,21,ARHGEF11
P28799|203|S|21,1,P28799,S,203,21,GRN
Q9P0K1|869|S|21,1,Q9P0K1,S,869,21,ADAM22
O60641|313|S|21,1,O60641,S,313,21,SNAP91
Q5SW79|630|S|21,1,Q5SW79,S,630,21,CEP170
Q5VT52|479|S|21,1,Q5VT52,S,479,21,RPRD2
Q9BRD0|163|S|21,1,Q9BRD0,S,163,21,BUD13
Q5VWQ8|973|S|21,1,Q5VWQ8,S,973,21,DAB2IP
P61244|141|S|21,1,P61244,S,141,21,MAX
P46100|26|S|21,1,P46100,S,26,21,ATRX
Q9UQ35|817|S|21,1,Q9UQ35,S,817,21,SRRM2
P61244|144|S|21,1,P61244,S,144,21,MAX
P54259|746|S|21,1,P54259,S,746,21,ATN1
Q5VT52|485|S|21,1,Q5VT52,S,485,21,RPRD2
Q9UPT8|808|S|21,1,Q9UPT8,S,808,21,ZC3H4
Q9HCE3|294|S|21,1,Q9HCE3,S,294,21,ZNF532
P49792|786|S|21,1,P49792,S,786,21,RANBP2
Q8NI08|183|S|21,1,Q8NI08,S,183,21,NCOA7
Q02040|639|T|21,1,Q02040,T,639,21,AKAP17A
Q3KQU3|552|S|21,1,Q3KQU3,S,552,21,MAP7D1
Q13428|769|S|21,1,Q13428,S,769,21,TCOF1
Q5JSH3|471|S|21,1,Q5JSH3,S,471,21,WDR44
Q9BW71|339|S|21,1,Q9BW71,S,339,21,HIRIP3
Q6PD62|1021|S|21,1,Q6PD62,S,1021,21,CTR9
Q14839|1535|S|21,1,Q14839,S,1535,21,CHD4
Q9UQ35|974|S|21,1,Q9UQ35,S,974,21,SRRM2
Q9UJK0|264|S|21,1,Q9UJK0,S,264,21,TSR3
P46821|1262|S|21,1,P46821,S,1262,21,MAP1B
Q9P2P5|1042|S|21,1,Q9P2P5,S,1042,21,HECW2
P46100|1012|S|21,1,P46100,S,1012,21,ATRX
Q8N1G0|1083|S|21,1,Q8N1G0,S,1083,21,ZNF687
Q14978|332|S|21,1,Q14978,S,332,21,NOLC1
P11137|1790|S|21,1,P11137,S,1790,21,MAP2
Q68E01|1018|S|21,1,Q68E01,S,1018,21,INTS3
Q04656|1447|S|21,1,Q04656,S,1447,21,ATP7A
Q14676|485|S|21,1,Q14676,S,485,21,MDC1
Q99856|88|S|21,1,Q99856,S,88,21,ARID3A
Q9BW85|308|S|21,1,Q9BW85,S,308,21,YJU2
Q9UQ35|1658|S|21,1,Q9UQ35,S,1658,21,SRRM2
O15085|655|S|21,1,O15085,S,655,21,ARHGEF11
Q9Y520|1263|S|21,1,Q9Y520,S,1263,21,PRRC2C
Q8N1G2|49|S|21,1,Q8N1G2,S,49,21,CMTR1
Q02880|1344|S|21,1,Q02880,S,1344,21,TOP2B
Q02880|1340|S|21,1,Q02880,S,1340,21,TOP2B
Q4VC05|110|S|21,1,Q4VC05,S,110,21,BCL7A
Q7Z4V5|366|S|23,1,Q7Z4V5,S,366,23,HDGFL2
Q04656|354|T|21,1,Q04656,T,354,21,ATP7A
Q9H6Z4|346|R|7,1,Q9H6Z4,R,346,7,RANBP3
Q6PD62|1016|S|21,1,Q6PD62,S,1016,21,CTR9
Q9NUQ6|117|S|21,1,Q9NUQ6,S,117,21,SPATS2L
Q96FC7|15|S|21,1,Q96FC7,S,15,21,PHYHIPL
Q8WVM7|1067|S|21,1,Q8WVM7,S,1067,21,STAG1
Q86UE8|41|S|21,1,Q86UE8,S,41,21,TLK2
Q5SW79|1129|S|21,1,Q5SW79,S,1129,21,CEP170
Q86UE8|44|S|21,1,Q86UE8,S,44,21,TLK2
Q6PD62|1020|S|21,1,Q6PD62,S,1020,21,CTR9
Q96BT3|402|S|21,1,Q96BT3,S,402,21,CENPT
Q5T481|865|S|21,1,Q5T481,S,865,21,RBM20
O75592|183|S|21,1,O75592,S,183,21,MYCBP2
O75592|178|S|21,1,O75592,S,178,21,MYCBP2
Q8N9T8|94|S|21,1,Q8N9T8,S,94,21,KRI1
Q5VWQ8|972|S|21,1,Q5VWQ8,S,972,21,DAB2IP
Q5SW79|1132|S|21,1,Q5SW79,S,1132,21,CEP170
O75592|181|S|21,1,O75592,S,181,21,MYCBP2
P04198|375|S|21,1,P04198,S,375,21,MYCN
Q9H501|82|S|21,1,Q9H501,S,82,21,ESF1
Q9BRD0|159|T|21,1,Q9BRD0,T,159,21,BUD13
Q4VC05|114|S|21,1,Q4VC05,S,114,21,BCL7A
Q15910|364|R|7,1,Q15910,R,364,7,EZH2
Q9HCE3|298|S|21,1,Q9HCE3,S,298,21,ZNF532
Q9BRD0|391|S|21,1,Q9BRD0,S,391,21,BUD13
Q9UQ35|1657|S|21,1,Q9UQ35,S,1657,21,SRRM2
O75475|118|S|21,1,O75475,S,118,21,PSIP1
