name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
P10809|269|K|34,24,P10809,K,269,34,HSPD1
P23528|146|R|7,24,P23528,R,146,7,CFL1
P55084|95|K|34,24,P55084,K,95,34,HADHB
P07737|75|R|7,24,P07737,R,75,7,PFN1
P08670|294|K|1,24,P08670,K,294,1,VIM
P07148|31|K|34,24,P07148,K,31,34,FABP1
Q14651|566|R|7,24,Q14651,R,566,7,PLS1
P27797|62|K|1,24,P27797,K,62,1,CALR
Q9GZZ1|34|K|1,24,Q9GZZ1,K,34,1,NAA50
Q05639|134|R|7,24,Q05639,R,134,7,EEF1A2
P60174|99|R|7,24,P60174,R,99,7,TPI1
P12956|461|K|1,24,P12956,K,461,1,XRCC6
P07437|162|R|7,24,P07437,R,162,7,TUBB
P05141|23|K|1,24,P05141,K,23,1,SLC25A5
P48047|117|R|7,24,P48047,R,117,7,ATP5PO
P62805|92|K|1,24,P62805,K,92,1,H4C1
P16401|57|R|7,24,P16401,R,57,7,H1
P16104|119|K|34,24,P16104,K,119,34,H2AX
P11021|96|K|34,24,P11021,K,96,34,HSPA5
P60709|95|R|7,24,P60709,R,95,7,ACTB
P35749|1308|K|34,24,P35749,K,1308,34,MYH11
P09382|128|K|1,24,P09382,K,128,1,LGALS1
P11021|510|R|7,24,P11021,R,510,7,HSPA5
P20674|149|K|34,24,P20674,K,149,34,COX5A
P08670|223|K|34,24,P08670,K,223,34,VIM
P00338|57|K|34,24,P00338,K,57,34,LDHA
P04350|2|R|7,24,P04350,R,2,7,TUBB4A
P06730|173|R|7,24,P06730,R,173,7,EIF4E
P12236|105|K|1,24,P12236,K,105,1,SLC25A6
P49327|1582|K|1,24,P49327,K,1582,1,FASN
P35579|1145|K|34,24,P35579,K,1145,34,MYH9
Q92793|1711|K|1,24,Q92793,K,1711,1,CREBBP
P62805|17|K|1,24,P62805,K,17,1,H4C1
P62805|68|R|7,24,P62805,R,68,7,H4C1
P68133|63|K|1,24,P68133,K,63,1,ACTA1
P20700|167|K|34,24,P20700,K,167,34,LMNB1
P04406|323|R|7,24,P04406,R,323,7,GAPDH
P14625|702|K|34,24,P14625,K,702,34,HSP90B1
Q562R1|192|K|1,24,Q562R1,K,192,1,ACTBL2
Q9GZZ1|37|K|1,24,Q9GZZ1,K,37,1,NAA50
P62269|94|K|1,24,P62269,K,94,1,RPS18
P07237|436|K|34,24,P07237,K,436,34,P4HB
P55010|288|K|34,24,P55010,K,288,34,EIF5
Q9UNL4|127|K|1,24,Q9UNL4,K,127,1,ING4
P60174|100|R|7,24,P60174,R,100,7,TPI1
P36578|364|K|34,24,P36578,K,364,34,RPL4
P04406|227|K|1,24,P04406,K,227,1,GAPDH
P62805|60|K|34,24,P62805,K,60,34,H4C1
P22626|173|K|1,24,P22626,K,173,1,HNRNPA2B1
Q9Y6N5|135|K|1,24,Q9Y6N5,K,135,1,SQOR
Q9H6S3|695|S|21,24,Q9H6S3,S,695,21,EPS8L2
Q8WW12|139|T|21,24,Q8WW12,T,139,21,PCNP
P13693|21|R|7,24,P13693,R,21,7,TPT1
P40939|505|K|1,24,P40939,K,505,1,HADHA
P12236|23|K|1,24,P12236,K,23,1,SLC25A6
P27824|401|K|34,24,P27824,K,401,34,CANX
P08238|652|K|34,24,P08238,K,652,34,HSP90AB1
P62979|54|R|7,24,P62979,R,54,7,RPS27A
P04406|219|K|1,24,P04406,K,219,1,GAPDH
P08670|188|K|1,24,P08670,K,188,1,VIM
P23528|73|K|34,24,P23528,K,73,34,CFL1
P08670|235|K|1,24,P08670,K,235,1,VIM
Q92793|1744|K|1,24,Q92793,K,1744,1,CREBBP
P04075|147|K|1,24,P04075,K,147,1,ALDOA
Q00839|814|K|1,24,Q00839,K,814,1,HNRNPU
P04406|139|K|1,24,P04406,K,139,1,GAPDH
P05783|214|K|34,24,P05783,K,214,34,KRT18
P36578|49|R|7,24,P36578,R,49,7,RPL4
P14625|708|K|34,24,P14625,K,708,34,HSP90B1
P01834|24|S|21,24,P01834,S,24,21,IGKC
P06576|451|K|34,24,P06576,K,451,34,ATP5F1B
P10412|17|K|1,24,P10412,K,17,1,H1
Q9H0C2|104|K|1,24,Q9H0C2,K,104,1,SLC25A31
Q9H6S3|693|S|21,24,Q9H6S3,S,693,21,EPS8L2
O43707|417|K|1,24,O43707,K,417,1,ACTN4
P35914|48|K|1,24,P35914,K,48,1,HMGCL
P68133|328|K|1,24,P68133,K,328,1,ACTA1
P51884|216|K|34,24,P51884,K,216,34,LUM
A8K7I4|670|R|7,24,A8K7I4,R,670,7,CLCA1
P26583|24|R|7,24,P26583,R,24,7,HMGB2
P00338|118|K|1,24,P00338,K,118,1,LDHA
P07900|87|R|7,24,P07900,R,87,7,HSP90AA1
P12109|148|K|34,24,P12109,K,148,34,COL6A1
P09651|166|K|1,24,P09651,K,166,1,HNRNPA1
P60709|68|K|1,24,P60709,K,68,1,ACTB
P09382|49|R|7,24,P09382,R,49,7,LGALS1
P07737|72|S|23,24,P07737,S,72,23,PFN1
