name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
Q6KC79|2509|S|21,41,Q6KC79,S,2509,21,NIPBL
Q14004|340|S|21,41,Q14004,S,340,21,CDK13
A7E2V4|1092|S|21,41,A7E2V4,S,1092,21,ZSWIM8
Q96HA1|396|S|21,41,Q96HA1,S,396,21,POM121
Q96HA1|392|S|21,41,Q96HA1,S,392,21,POM121
Q9H832|341|S|21,41,Q9H832,S,341,21,UBE2Z
Q9H832|337|S|21,41,Q9H832,S,337,21,UBE2Z
Q9H2G2|347|S|21,41,Q9H2G2,S,347,21,SLK
Q96HA1|395|S|21,41,Q96HA1,S,395,21,POM121
P17096|2|S|21,41,P17096,S,2,21,HMGA1
Q9BWT1|104|S|21,41,Q9BWT1,S,104,21,CDCA7
Q14684|451|T|21,41,Q14684,T,451,21,RRP1B
P08651|284|S|21,41,P08651,S,284,21,NFIC
P46821|1917|S|21,41,P46821,S,1917,21,MAP1B
Q5VUB5|360|S|21,41,Q5VUB5,S,360,21,FAM171A1
A7E2V4|1089|S|21,41,A7E2V4,S,1089,21,ZSWIM8
Q9H832|339|S|21,41,Q9H832,S,339,21,UBE2Z
Q9UHB6|692|S|21,41,Q9UHB6,S,692,21,LIMA1
Q5VUB5|358|S|21,41,Q5VUB5,S,358,21,FAM171A1
Q3L8U1|612|S|21,41,Q3L8U1,S,612,21,CHD9
Q9UK58|338|S|21,41,Q9UK58,S,338,21,CCNL1
Q4VC05|157|S|21,41,Q4VC05,S,157,21,BCL7A
Q96HA1|391|S|21,41,Q96HA1,S,391,21,POM121
Q9BWT1|106|S|21,41,Q9BWT1,S,106,21,CDCA7
A7E2V4|1088|S|21,41,A7E2V4,S,1088,21,ZSWIM8
Q9BYW2|1413|S|21,41,Q9BYW2,S,1413,21,SETD2
P49790|185|S|21,41,P49790,S,185,21,NUP153
Q12888|294|S|21,41,Q12888,S,294,21,TP53BP1
Q12888|301|S|21,41,Q12888,S,301,21,TP53BP1
P49790|192|S|21,41,P49790,S,192,21,NUP153
P08651|286|S|21,41,P08651,S,286,21,NFIC
Q14684|454|T|21,41,Q14684,T,454,21,RRP1B
Q96HA1|393|S|21,41,Q96HA1,S,393,21,POM121
Q9H832|340|S|21,41,Q9H832,S,340,21,UBE2Z
P49790|189|S|21,41,P49790,S,189,21,NUP153
Q3L8U1|616|S|21,41,Q3L8U1,S,616,21,CHD9
Q9UK58|330|T|21,41,Q9UK58,T,330,21,CCNL1
Q6KC79|2513|S|21,41,Q6KC79,S,2513,21,NIPBL
Q8WWM7|335|S|21,41,Q8WWM7,S,335,21,ATXN2L
P46821|1915|S|21,41,P46821,S,1915,21,MAP1B
P49790|188|S|21,41,P49790,S,188,21,NUP153
Q9H832|342|S|21,41,Q9H832,S,342,21,UBE2Z
Q96RT1|832|S|21,41,Q96RT1,S,832,21,ERBIN
