name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
Q6NZI2|203|S|21,18,Q6NZI2,S,203,21,CAVIN1
P32004|1191|S|21,18,P32004,S,1191,21,L1CAM
Q07960|51|S|21,18,Q07960,S,51,21,ARHGAP1
Q96N67|907|T|21,18,Q96N67,T,907,21,DOCK7
Q9P0K7|389|S|21,18,Q9P0K7,S,389,21,RAI14
Q92597|332|S|21,18,Q92597,S,332,21,NDRG1
Q9P2R6|681|S|21,18,Q9P2R6,S,681,21,RERE
Q92597|330|S|21,18,Q92597,S,330,21,NDRG1
P12694|342|S|21,18,P12694,S,342,21,BCKDHA
O60716|868|S|21,18,O60716,S,868,21,CTNND1
Q9NW97|157|S|21,18,Q9NW97,S,157,21,TMEM51
Q8NE00|91|S|21,18,Q8NE00,S,91,21,SLC38A12
Q8NE00|94|S|21,18,Q8NE00,S,94,21,SLC38A12
Q9NQC3|860|S|21,18,Q9NQC3,S,860,21,RTN4
Q9NW97|163|S|21,18,Q9NW97,S,163,21,TMEM51
Q9UER7|495|S|21,18,Q9UER7,S,495,21,DAXX
O15439|646|T|21,18,O15439,T,646,21,ABCC4
Q9P0K7|383|S|21,18,Q9P0K7,S,383,21,RAI14
Q7L1V2|59|S|21,18,Q7L1V2,S,59,21,MON1B
Q13433|478|S|21,18,Q13433,S,478,21,SLC39A6
Q8WVC0|277|S|21,18,Q8WVC0,S,277,21,LEO1
O94804|451|R|7,18,O94804,R,451,7,STK10
O43493|70|S|21,18,O43493,S,70,21,TGOLN2
O60716|865|Y|21,18,O60716,Y,865,21,CTNND1
Q9Y6G9|512|T|21,18,Q9Y6G9,T,512,21,DYNC1LI1
Q7L1V2|61|S|21,18,Q7L1V2,S,61,21,MON1B
Q9NW97|160|S|21,18,Q9NW97,S,160,21,TMEM51
Q6ZMG9|341|S|21,18,Q6ZMG9,S,341,21,CERS6
O43493|71|S|21,18,O43493,S,71,21,TGOLN2
P30622|195|S|21,18,P30622,S,195,21,CLIP1
Q02952|698|S|21,18,Q02952,S,698,21,AKAP12
Q9BUA6|41|S|21,18,Q9BUA6,S,41,21,MYL10
P46937|63|T|21,18,P46937,T,63,21,YAP1
O94804|450|S|21,18,O94804,S,450,21,STK10
O94804|455|S|21,18,O94804,S,455,21,STK10
P29590|44|R|7,18,P29590,R,44,7,PML
P06748|218|S|21,18,P06748,S,218,21,NPM1
P30622|200|S|21,18,P30622,S,200,21,CLIP1
O43493|66|S|21,18,O43493,S,66,21,TGOLN2
Q15642|296|S|21,18,Q15642,S,296,21,TRIP10
Q13433|479|T|21,18,Q13433,T,479,21,SLC39A6
Q9BUA6|40|S|21,18,Q9BUA6,S,40,21,MYL10
O60716|861|S|21,18,O60716,S,861,21,CTNND1
Q9Y2K7|718|S|21,18,Q9Y2K7,S,718,21,KDM2A
Q96QR8|8|S|21,18,Q96QR8,S,8,21,PURB
Q04656|1435|S|21,18,Q04656,S,1435,21,ATP7A
Q9P2R6|675|S|21,18,Q9P2R6,S,675,21,RERE
