name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
Q96F86|131|S|21,11,Q96F86,S,131,21,EDC3
P02545|613|S|21,11,P02545,S,613,21,LMNA
Q9NRF8|564|S|21,11,Q9NRF8,S,564,21,CTPS2
Q15149|4030|T|21,11,Q15149,T,4030,21,PLEC
Q01082|2332|S|21,11,Q01082,S,2332,21,SPTBN1
O75947|95|K|34,11,O75947,K,95,34,ATP5PD
P38159|326|S|21,11,P38159,S,326,21,RBMX
Q9H0E3|855|S|21,11,Q9H0E3,S,855,21,SAP130
Q9UPN6|617|S|21,11,Q9UPN6,S,617,21,SCAF8
P33241|177|S|21,11,P33241,S,177,21,LSP1
P46527|10|S|21,11,P46527,S,10,21,CDKN1B
Q5H9R7|617|S|21,11,Q5H9R7,S,617,21,PPP6R3
P06400|373|T|21,11,P06400,T,373,21,RB1
P35269|218|S|21,11,P35269,S,218,21,GTF2F1
P48634|610|T|21,11,P48634,T,610,21,PRRC2A
Q9NQC3|5|D|299,11,Q9NQC3,D,5,299,RTN4
Q3B726|316|S|21,11,Q3B726,S,316,21,POLR1F
Q92917|471|S|21,11,Q92917,S,471,21,GPKOW
P33241|193|S|21,11,P33241,S,193,21,LSP1
Q99081|59|S|21,11,Q99081,S,59,21,TCF12
Q14137|127|S|21,11,Q14137,S,127,21,BOP1
P27348|230|S|21,11,P27348,S,230,21,YWHAQ
Q53T59|249|S|21,11,Q53T59,S,249,21,HS1BP3
Q13523|520|S|21,11,Q13523,S,520,21,PRP4K
Q7Z6E9|768|S|21,11,Q7Z6E9,S,768,21,RBBP6
Q9Y618|2263|S|21,11,Q9Y618,S,2263,21,NCOR2
Q9UBW5|461|T|21,11,Q9UBW5,T,461,21,BIN2
P42167|182|R|7,11,P42167,R,182,7,TMPO
P49736|26|S|21,11,P49736,S,26,21,MCM2
P62995|266|S|21,11,P62995,S,266,21,TRA2B
Q96T23|604|S|21,11,Q96T23,S,604,21,RSF1
Q9Y3Z3|18|S|21,11,Q9Y3Z3,S,18,21,SAMHD1
P46087|185|T|21,11,P46087,T,185,21,NOP2
Q9Y3Q8|229|T|21,11,Q9Y3Q8,T,229,21,TSC22D4
P12268|416|S|21,11,P12268,S,416,21,IMPDH2
Q92882|213|S|21,11,Q92882,S,213,21,OSTF1
Q9NQC3|2|E|299,11,Q9NQC3,E,2,299,RTN4
P25705|305|K|34,11,P25705,K,305,34,ATP5F1A
Q9UQ35|1856|T|21,11,Q9UQ35,T,1856,21,SRRM2
P46937|381|S|21,11,P46937,S,381,21,YAP1
Q96D71|162|S|21,11,Q96D71,S,162,21,REPS1
Q9H501|312|S|21,11,Q9H501,S,312,21,ESF1
P27824|564|S|21,11,P27824,S,564,21,CANX
Q9Y3Z3|33|S|21,11,Q9Y3Z3,S,33,21,SAMHD1
P49327|2204|T|21,11,P49327,T,2204,21,FASN
P56962|288|S|21,11,P56962,S,288,21,STX17
Q96AG3|34|S|21,11,Q96AG3,S,34,21,SLC25A46
Q15459|329|S|21,11,Q15459,S,329,21,SF3A1
Q9UBW5|456|T|21,11,Q9UBW5,T,456,21,BIN2
P19823|60|S|21,11,P19823,S,60,21,ITIH2
Q12888|1756|T|21,11,Q12888,T,1756,21,TP53BP1
Q5SSJ5|51|T|21,11,Q5SSJ5,T,51,21,HP1BP3
P33241|188|S|21,11,P33241,S,188,21,LSP1
O00567|468|T|21,11,O00567,T,468,21,NOP56
P35611|12|S|21,11,P35611,S,12,21,ADD1
P18583|1697|S|21,11,P18583,S,1697,21,SON
Q9BUT9|78|S|21,11,Q9BUT9,S,78,21,MCRIP2
P56962|289|S|21,11,P56962,S,289,21,STX17
Q96JM3|452|S|21,11,Q96JM3,S,452,21,CHAMP1
Q9H6Y2|14|S|21,11,Q9H6Y2,S,14,21,WDR55
P42224|727|S|21,11,P42224,S,727,21,STAT1
Q9Y3Z3|27|S|21,11,Q9Y3Z3,S,27,21,SAMHD1
Q99733|54|S|21,11,Q99733,S,54,21,NAP1L4
P46937|382|S|21,11,P46937,S,382,21,YAP1
P48634|609|T|21,11,P48634,T,609,21,PRRC2A
P08621|410|S|21,11,P08621,S,410,21,SNRNP70
P48681|768|S|21,11,P48681,S,768,21,NES
P38159|329|S|21,11,P38159,S,329,21,RBMX
Q96JM3|445|S|21,11,Q96JM3,S,445,21,CHAMP1
