name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
Q9UHR4|414|S|21,40,Q9UHR4,S,414,21,BAIAP2L1
P46100|1434|S|21,40,P46100,S,1434,21,ATRX
P25205|722|T|21,40,P25205,T,722,21,MCM3
P57682|100|S|21,40,P57682,S,100,21,KLF3
Q86W92|602|T|21,40,Q86W92,T,602,21,PPFIBP1
Q9Y2X3|508|T|21,40,Q9Y2X3,T,508,21,NOP58
Q7Z417|629|S|21,40,Q7Z417,S,629,21,NUFIP2
P14618|516|R|7,40,P14618,R,516,7,PKM
Q15149|2767|R|7,40,Q15149,R,2767,7,PLEC
P46100|1435|S|21,40,P46100,S,1435,21,ATRX
O95696|808|S|21,40,O95696,S,808,21,BRD1
Q8WXG6|1241|S|21,40,Q8WXG6,S,1241,21,MADD
Q92974|952|S|21,40,Q92974,S,952,21,ARHGEF2
Q92974|940|S|21,40,Q92974,S,940,21,ARHGEF2
Q6PKG0|761|S|21,40,Q6PKG0,S,761,21,LARP1
Q6PKG0|765|R|7,40,Q6PKG0,R,765,7,LARP1
Q92922|327|H|53,40,Q92922,H,327,53,SMARCC1
P57682|92|S|21,40,P57682,S,92,21,KLF3
Q9Y3Z3|21|T|21,40,Q9Y3Z3,T,21,21,SAMHD1
Q9C0C2|239|T|21,40,Q9C0C2,T,239,21,TNKS1BP1
P35568|530|T|21,40,P35568,T,530,21,IRS1
P57682|101|S|21,40,P57682,S,101,21,KLF3
Q8TD55|311|T|21,40,Q8TD55,T,311,21,PLEKHO2
Q9UKV3|414|T|21,40,Q9UKV3,T,414,21,ACIN1
P23588|500|T|21,40,P23588,T,500,21,EIF4B
P29692|147|T|21,40,P29692,T,147,21,EEF1D
Q92922|326|K|53,40,Q92922,K,326,53,SMARCC1
Q9Y266|145|T|21,40,Q9Y266,T,145,21,NUDC
P57682|99|S|21,40,P57682,S,99,21,KLF3
P25205|713|T|21,40,P25205,T,713,21,MCM3
Q9UQ35|318|T|21,40,Q9UQ35,T,318,21,SRRM2
O95696|803|S|21,40,O95696,S,803,21,BRD1
Q14004|1146|S|21,40,Q14004,S,1146,21,CDK13
Q6PKG0|774|S|21,40,Q6PKG0,S,774,21,LARP1
Q15149|1435|S|21,40,Q15149,S,1435,21,PLEC
O76080|52|T|21,40,O76080,T,52,21,ZFAND5
Q86W92|603|T|21,40,Q86W92,T,603,21,PPFIBP1
O95785|1146|S|21,40,O95785,S,1146,21,WIZ
Q13153|229|T|21,40,Q13153,T,229,21,PAK1
Q9H307|96|S|21,40,Q9H307,S,96,21,PNN
P46013|2588|S|21,40,P46013,S,2588,21,MKI67
Q8IZ21|358|T|21,40,Q8IZ21,T,358,21,PHACTR4
Q13153|225|T|21,40,Q13153,T,225,21,PAK1
P46100|1436|S|21,40,P46100,S,1436,21,ATRX
Q86VM9|796|T|21,40,Q86VM9,T,796,21,ZC3H18
P35658|434|T|21,40,P35658,T,434,21,NUP214
O95785|1151|S|21,40,O95785,S,1151,21,WIZ
O95696|801|S|21,40,O95696,S,801,21,BRD1
P54727|159|T|21,40,P54727,T,159,21,RAD23B
Q13435|780|T|21,40,Q13435,T,780,21,SF3B2
Q08174|962|S|21,40,Q08174,S,962,21,PCDH1
