name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
P98175|736|S|21,13,P98175,S,736,21,RBM10
Q02880|1526|S|21,13,Q02880,S,1526,21,TOP2B
P55081|116|S|21,13,P55081,S,116,21,MFAP1
Q9Y6E2|414|S|21,13,Q9Y6E2,S,414,21,BZW2
Q9NQZ2|368|S|21,13,Q9NQZ2,S,368,21,UTP3
O60271|185|S|21,13,O60271,S,185,21,SPAG9
P46100|731|S|21,13,P46100,S,731,21,ATRX
Q8NI08|208|S|21,13,Q8NI08,S,208,21,NCOA7
Q12906|482|S|21,13,Q12906,S,482,21,ILF3
P98175|732|Y|21,13,P98175,Y,732,21,RBM10
Q8WVC0|179|S|21,13,Q8WVC0,S,179,21,LEO1
Q5SW79|1521|S|21,13,Q5SW79,S,1521,21,CEP170
Q99543|47|S|21,13,Q99543,S,47,21,DNAJC2
Q9BTC0|151|T|21,13,Q9BTC0,T,151,21,DIDO1
Q9NQS7|828|S|21,13,Q9NQS7,S,828,21,INCENP
Q9C0C2|504|S|21,13,Q9C0C2,S,504,21,TNKS1BP1
Q9Y3T9|672|S|21,13,Q9Y3T9,S,672,21,NOC2L
O60884|394|S|21,13,O60884,S,394,21,DNAJA2
O60231|103|S|21,13,O60231,S,103,21,DHX16
Q9H0W8|7|S|21,13,Q9H0W8,S,7,21,SMG9
Q08AE8|467|S|21,13,Q08AE8,S,467,21,SPIRE1
Q9BTC0|152|S|21,13,Q9BTC0,S,152,21,DIDO1
Q96ST2|422|S|21,13,Q96ST2,S,422,21,IWS1
Q9UQ35|1008|S|21,13,Q9UQ35,S,1008,21,SRRM2
P45973|13|S|21,13,P45973,S,13,21,CBX5
O43818|53|S|21,13,O43818,S,53,21,RRP9
Q14839|1544|S|21,13,Q14839,S,1544,21,CHD4
O60341|137|S|21,13,O60341,S,137,21,KDM1A
O43818|51|S|21,13,O43818,S,51,21,RRP9
Q9UQ35|1329|S|21,13,Q9UQ35,S,1329,21,SRRM2
Q13185|95|S|21,13,Q13185,S,95,21,CBX3
O60341|126|S|21,13,O60341,S,126,21,KDM1A
Q9UQ35|1003|T|21,13,Q9UQ35,T,1003,21,SRRM2
P51991|358|S|21,13,P51991,S,358,21,HNRNPA3
O00566|171|S|21,13,O00566,S,171,21,MPHOSPH10
P45973|11|S|21,13,P45973,S,11,21,CBX5
P41236|122|S|21,13,P41236,S,122,21,PPP1R2
Q9C0C2|498|S|21,13,Q9C0C2,S,498,21,TNKS1BP1
Q9BW71|289|S|21,13,Q9BW71,S,289,21,HIRIP3
Q04726|267|S|21,13,Q04726,S,267,21,TLE3
Q9H1E3|75|S|21,13,Q9H1E3,S,75,21,NUCKS1
Q15007|306|S|21,13,Q15007,S,306,21,WTAP
P46100|729|S|21,13,P46100,S,729,21,ATRX
Q9UQ35|1318|S|21,13,Q9UQ35,S,1318,21,SRRM2
Q9Y3T9|673|S|21,13,Q9Y3T9,S,673,21,NOC2L
Q6PKG0|627|S|21,13,Q6PKG0,S,627,21,LARP1
Q9H0W8|4|S|21,13,Q9H0W8,S,4,21,SMG9
Q8NFC6|484|S|21,13,Q8NFC6,S,484,21,BOD1L1
Q16637|28|S|21,13,Q16637,S,28,21,SMN1
Q13185|93|S|21,13,Q13185,S,93,21,CBX3
Q16643|339|S|21,13,Q16643,S,339,21,DBN1
O00566|167|S|21,13,O00566,S,167,21,MPHOSPH10
O00566|163|S|21,13,O00566,S,163,21,MPHOSPH10
Q99733|7|S|21,13,Q99733,S,7,21,NAP1L4
Q9H4A3|2032|S|21,13,Q9H4A3,S,2032,21,WNK1
Q9H1E3|79|S|21,13,Q9H1E3,S,79,21,NUCKS1
P45973|14|S|21,13,P45973,S,14,21,CBX5
O60341|131|S|21,13,O60341,S,131,21,KDM1A
Q9UQ35|1012|S|21,13,Q9UQ35,S,1012,21,SRRM2
P41236|121|S|21,13,P41236,S,121,21,PPP1R2
Q99543|49|S|21,13,Q99543,S,49,21,DNAJC2
O75376|158|S|21,13,O75376,S,158,21,NCOR1
Q9NQS7|831|S|21,13,Q9NQS7,S,831,21,INCENP
Q9BTC0|154|S|21,13,Q9BTC0,S,154,21,DIDO1
Q16637|31|S|21,13,Q16637,S,31,21,SMN1
Q9Y6M7|400|S|21,13,Q9Y6M7,S,400,21,SLC4A7
O60884|395|S|21,13,O60884,S,395,21,DNAJA2
P45973|12|S|21,13,P45973,S,12,21,CBX5
Q9Y6M7|403|S|21,13,Q9Y6M7,S,403,21,SLC4A7
Q8NI08|211|S|21,13,Q8NI08,S,211,21,NCOA7
Q9BRT9|12|S|21,13,Q9BRT9,S,12,21,GINS4
Q96ST2|415|S|21,13,Q96ST2,S,415,21,IWS1
Q8WVC0|171|S|21,13,Q8WVC0,S,171,21,LEO1
O94874|458|S|21,13,O94874,S,458,21,UFL1
P35251|71|S|21,13,P35251,S,71,21,RFC1
Q9Y6E2|412|S|21,13,Q9Y6E2,S,412,21,BZW2
Q96KC8|480|S|21,13,Q96KC8,S,480,21,DNAJC1
Q9UDY2|394|S|21,13,Q9UDY2,S,394,21,TJP2
Q9H6F5|80|S|21,13,Q9H6F5,S,80,21,CCDC86
Q01831|883|S|21,13,Q01831,S,883,21,XPC
Q9UDY2|398|S|21,13,Q9UDY2,S,398,21,TJP2
Q96KC8|479|S|21,13,Q96KC8,S,479,21,DNAJC1
O95490|1115|S|21,13,O95490,S,1115,21,ADGRL2
O43159|64|S|21,13,O43159,S,64,21,RRP8
Q9Y6M7|407|S|21,13,Q9Y6M7,S,407,21,SLC4A7
Q12906|476|S|21,13,Q12906,S,476,21,ILF3
O43818|50|S|21,13,O43818,S,50,21,RRP9
Q6P6C2|64|S|21,13,Q6P6C2,S,64,21,ALKBH5
O60231|106|S|21,13,O60231,S,106,21,DHX16
Q08AE8|464|S|21,13,Q08AE8,S,464,21,SPIRE1
O94806|31|S|21,13,O94806,S,31,21,PRKD3
O94806|30|S|21,13,O94806,S,30,21,PRKD3
Q6PEY2|48|S|21,13,Q6PEY2,S,48,21,TUBA3E
P98175|733|S|21,13,P98175,S,733,21,RBM10
Q9C0C2|494|S|21,13,Q9C0C2,S,494,21,TNKS1BP1
Q96ST2|420|S|21,13,Q96ST2,S,420,21,IWS1
Q8N9E0|120|S|21,13,Q8N9E0,S,120,21,FAM133A
P35251|69|S|21,13,P35251,S,69,21,RFC1
Q15007|305|S|21,13,Q15007,S,305,21,WTAP
P05387|105|S|21,13,P05387,S,105,21,RPLP2
P55081|118|S|21,13,P55081,S,118,21,MFAP1
Q12888|525|S|21,13,Q12888,S,525,21,TP53BP1
Q02880|1524|S|21,13,Q02880,S,1524,21,TOP2B
Q8N9T8|628|S|21,13,Q8N9T8,S,628,21,KRI1
O95490|1116|S|21,13,O95490,S,1116,21,ADGRL2
Q5SW79|1522|S|21,13,Q5SW79,S,1522,21,CEP170
Q16643|342|S|21,13,Q16643,S,342,21,DBN1
Q9NQZ2|365|S|21,13,Q9NQZ2,S,365,21,UTP3
Q01831|884|S|21,13,Q01831,S,884,21,XPC
Q02880|1522|S|21,13,Q02880,S,1522,21,TOP2B
Q9BRT9|16|S|21,13,Q9BRT9,S,16,21,GINS4
Q5SW79|1529|S|21,13,Q5SW79,S,1529,21,CEP170
Q96S82|230|S|21,13,Q96S82,S,230,21,UBL7
