name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
Q7Z2W4|267|S|21,35,Q7Z2W4,S,267,21,ZC3HAV1
Q12888|360|S|21,35,Q12888,S,360,21,TP53BP1
Q9P1Y6|1360|S|21,35,Q9P1Y6,S,1360,21,PHRF1
Q7L0Y3|80|S|21,35,Q7L0Y3,S,80,21,TRMT10C
Q9NVT9|9|S|21,35,Q9NVT9,S,9,21,ARMC1
Q12888|366|S|21,35,Q12888,S,366,21,TP53BP1
Q8WVC0|197|S|21,35,Q8WVC0,S,197,21,LEO1
Q04726|294|S|21,35,Q04726,S,294,21,TLE3
O95696|18|S|21,35,O95696,S,18,21,BRD1
Q9H6Z4|355|S|21,35,Q9H6Z4,S,355,21,RANBP3
Q9H6Z4|358|S|21,35,Q9H6Z4,S,358,21,RANBP3
Q9BW71|359|S|21,35,Q9BW71,S,359,21,HIRIP3
Q8WVC0|162|S|21,35,Q8WVC0,S,162,21,LEO1
Q8WVC0|205|S|21,35,Q8WVC0,S,205,21,LEO1
Q13206|803|S|21,35,Q13206,S,803,21,DDX10
Q5T200|325|S|21,35,Q5T200,S,325,21,ZC3H13
O15417|995|S|21,35,O15417,S,995,21,TNRC18
Q9ULI0|81|S|21,35,Q9ULI0,S,81,21,ATAD2B
Q96MH2|29|S|21,35,Q96MH2,S,29,21,HEXIM2
Q9H501|77|S|21,35,Q9H501,S,77,21,ESF1
Q9H6Z4|357|S|21,35,Q9H6Z4,S,357,21,RANBP3
Q7L0Y3|83|S|21,35,Q7L0Y3,S,83,21,TRMT10C
Q9P1Y6|1359|S|21,35,Q9P1Y6,S,1359,21,PHRF1
Q9P1Y6|1371|S|21,35,Q9P1Y6,S,1371,21,PHRF1
Q6KC79|1089|S|21,35,Q6KC79,S,1089,21,NIPBL
Q5T200|316|S|21,35,Q5T200,S,316,21,ZC3H13
Q5T200|318|S|21,35,Q5T200,S,318,21,ZC3H13
Q8N9T8|95|S|21,35,Q8N9T8,S,95,21,KRI1
Q6ZNB6|108|S|21,35,Q6ZNB6,S,108,21,NFXL1
Q03164|1058|S|21,35,Q03164,S,1058,21,KMT2A
Q12888|357|T|21,35,Q12888,T,357,21,TP53BP1
Q3B726|299|S|21,35,Q3B726,S,299,21,POLR1F
Q6ZNB6|109|S|21,35,Q6ZNB6,S,109,21,NFXL1
Q2M1K9|614|S|21,35,Q2M1K9,S,614,21,ZNF423
Q9BU23|699|S|21,35,Q9BU23,S,699,21,LMF2
Q5T200|874|R|7,35,Q5T200,R,874,7,ZC3H13
Q6KC79|1090|S|21,35,Q6KC79,S,1090,21,NIPBL
Q02952|646|T|21,35,Q02952,T,646,21,AKAP12
Q9BW71|363|S|21,35,Q9BW71,S,363,21,HIRIP3
Q9UN36|338|S|21,35,Q9UN36,S,338,21,NDRG2
Q7L0Y3|84|S|21,35,Q7L0Y3,S,84,21,TRMT10C
Q9NVT9|4|S|21,35,Q9NVT9,S,4,21,ARMC1
Q5T200|869|R|7,35,Q5T200,R,869,7,ZC3H13
Q9H6Z4|353|S|21,35,Q9H6Z4,S,353,21,RANBP3
O00712|294|S|21,35,O00712,S,294,21,NFIB
Q9NVT9|6|S|21,35,Q9NVT9,S,6,21,ARMC1
Q7Z2W4|265|S|21,35,Q7Z2W4,S,265,21,ZC3HAV1
Q5T200|317|T|21,35,Q5T200,T,317,21,ZC3H13
O00712|292|S|21,35,O00712,S,292,21,NFIB
Q9ULI0|86|S|21,35,Q9ULI0,S,86,21,ATAD2B
Q9BW71|358|T|21,35,Q9BW71,T,358,21,HIRIP3
Q7Z2W4|263|S|21,35,Q7Z2W4,S,263,21,ZC3HAV1
Q9BW71|370|S|21,35,Q9BW71,S,370,21,HIRIP3
Q04726|295|S|21,35,Q04726,S,295,21,TLE3
P23588|445|S|21,35,P23588,S,445,21,EIF4B
Q6ZNB6|106|S|21,35,Q6ZNB6,S,106,21,NFXL1
P23588|442|S|21,35,P23588,S,442,21,EIF4B
Q6KC79|1096|S|21,35,Q6KC79,S,1096,21,NIPBL
Q9BU23|698|S|21,35,Q9BU23,S,698,21,LMF2
Q7L0Y3|85|S|21,35,Q7L0Y3,S,85,21,TRMT10C
Q12888|359|S|21,35,Q12888,S,359,21,TP53BP1
Q12906|62|S|21,35,Q12906,S,62,21,ILF3
Q6ZNB6|107|S|21,35,Q6ZNB6,S,107,21,NFXL1
