name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
P46937|367|S|21,31,P46937,S,367,21,YAP1
Q8IYB3|626|S|21,31,Q8IYB3,S,626,21,SRRM1
Q8ND76|99|S|21,31,Q8ND76,S,99,21,CCNY
O94964|1164|S|21,31,O94964,S,1164,21,MTCL2
P57739|208|S|21,31,P57739,S,208,21,CLDN2
P50552|323|S|21,31,P50552,S,323,21,VASP
Q9UMD9|170|S|21,31,Q9UMD9,S,170,21,COL17A1
Q8IYB3|628|S|21,31,Q8IYB3,S,628,21,SRRM1
Q9Y6R1|257|S|21,31,Q9Y6R1,S,257,21,SLC4A4
Q86X29|504|S|21,31,Q86X29,S,504,21,LSR
P10636|428|S|21,31,P10636,S,428,21,MAPT
Q86WB0|359|S|21,31,Q86WB0,S,359,21,ZC3HC1
Q9UMD9|174|S|21,31,Q9UMD9,S,174,21,COL17A1
P49756|578|K|53,31,P49756,K,578,53,RBM25
Q9H330|332|S|21,31,Q9H330,S,332,21,TMEM245
P13051|60|T|21,31,P13051,T,60,21,UNG
P50552|322|S|21,31,P50552,S,322,21,VASP
Q9BTC0|811|S|21,31,Q9BTC0,S,811,21,DIDO1
Q8WWI1|955|S|21,31,Q8WWI1,S,955,21,LMO7
O95793|390|S|21,31,O95793,S,390,21,STAU1
Q53HL2|219|S|21,31,Q53HL2,S,219,21,CDCA8
Q9H0D6|485|S|21,31,Q9H0D6,S,485,21,XRN2
Q9H0D6|478|T|21,31,Q9H0D6,T,478,21,XRN2
P82094|333|S|21,31,P82094,S,333,21,TMF1
Q86WB0|357|S|21,31,Q86WB0,S,357,21,ZC3HC1
P46937|366|S|21,31,P46937,S,366,21,YAP1
P10636|438|S|21,31,P10636,S,438,21,MAPT
Q9H4L7|103|S|21,31,Q9H4L7,S,103,21,SMARCAD1
Q86WB0|358|S|21,31,Q86WB0,S,358,21,ZC3HC1
Q86X29|511|R|7,31,Q86X29,R,511,7,LSR
O00712|328|S|21,31,O00712,S,328,21,NFIB
Q8WVV4|83|S|21,31,Q8WVV4,S,83,21,POF1B
Q12929|656|R|7,31,Q12929,R,656,7,EPS8
P82094|338|S|21,31,P82094,S,338,21,TMF1
Q86X29|493|S|21,31,Q86X29,S,493,21,LSR
P05783|401|S|21,31,P05783,S,401,21,KRT18
O94964|1166|S|21,31,O94964,S,1166,21,MTCL2
O95049|169|S|21,31,O95049,S,169,21,TJP3
P50552|329|S|21,31,P50552,S,329,21,VASP
Q99590|776|S|21,31,Q99590,S,776,21,SCAF11
O94964|1173|S|21,31,O94964,S,1173,21,MTCL2
Q9C0C2|237|S|21,31,Q9C0C2,S,237,21,TNKS1BP1
Q9NR30|71|S|21,31,Q9NR30,S,71,21,DDX21
Q96T23|1364|S|21,31,Q96T23,S,1364,21,RSF1
Q9Y4F1|23|S|21,31,Q9Y4F1,S,23,21,FARP1
P17677|147|S|21,31,P17677,S,147,21,GAP43
P57739|207|S|21,31,P57739,S,207,21,CLDN2
Q99590|774|S|21,31,Q99590,S,774,21,SCAF11
P57739|206|R|7,31,P57739,R,206,7,CLDN2
P29692|156|D|299,31,P29692,D,156,299,EEF1D
P17677|154|S|21,31,P17677,S,154,21,GAP43
Q8WWI1|960|S|21,31,Q8WWI1,S,960,21,LMO7
P17677|153|S|21,31,P17677,S,153,21,GAP43
Q9Y6R1|255|S|21,31,Q9Y6R1,S,255,21,SLC4A4
Q99590|771|S|21,31,Q99590,S,771,21,SCAF11
Q86X29|512|S|21,31,Q86X29,S,512,21,LSR
O15231|468|S|21,31,O15231,S,468,21,ZNF185
Q00839|3|S|21,31,Q00839,S,3,21,HNRNPU
O15231|469|S|21,31,O15231,S,469,21,ZNF185
O94964|1167|S|21,31,O94964,S,1167,21,MTCL2
Q9Y4F1|27|R|7,31,Q9Y4F1,R,27,7,FARP1
P51610|1507|S|21,31,P51610,S,1507,21,HCFC1
P10636|427|S|21,31,P10636,S,427,21,MAPT
Q00839|2|S|21,31,Q00839,S,2,21,HNRNPU
O95049|159|S|21,31,O95049,S,159,21,TJP3
P17677|151|S|21,31,P17677,S,151,21,GAP43
Q86X29|508|S|21,31,Q86X29,S,508,21,LSR
Q9NX95|198|S|21,31,Q9NX95,S,198,21,SYBU
