name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
O14936|595|S|21,17,O14936,S,595,21,CASK
Q9UKE5|766|S|21,17,Q9UKE5,S,766,21,TNIK
P53396|481|S|21,17,P53396,S,481,21,ACLY
Q8TE77|13|S|21,17,Q8TE77,S,13,21,SSH3
P16070|686|S|21,17,P16070,S,686,21,CD44
Q9H7P6|309|S|21,17,Q9H7P6,S,309,21,MVB12B
O15440|501|S|21,17,O15440,S,501,21,ABCC5
Q96QD8|12|S|21,17,Q96QD8,S,12,21,SLC38A2
Q9ULT8|631|S|21,17,Q9ULT8,S,631,21,HECTD1
Q5U5Q3|540|S|21,17,Q5U5Q3,S,540,21,MEX3C
Q70E73|17|S|21,17,Q70E73,S,17,21,RAPH1
Q8TE77|16|S|21,17,Q8TE77,S,16,21,SSH3
O15440|509|S|21,17,O15440,S,509,21,ABCC5
Q9UN37|95|S|21,17,Q9UN37,S,95,21,VPS4A
Q9UN37|97|S|21,17,Q9UN37,S,97,21,VPS4A
O14936|596|S|21,17,O14936,S,596,21,CASK
Q96QD8|22|S|21,17,Q96QD8,S,22,21,SLC38A2
Q14160|1306|S|21,17,Q14160,S,1306,21,SCRIB
Q9BZF1|807|S|21,17,Q9BZF1,S,807,21,OSBPL8
Q96QD8|19|S|21,17,Q96QD8,S,19,21,SLC38A2
Q0JRZ9|493|S|21,17,Q0JRZ9,S,493,21,FCHO2
Q96PU5|487|S|21,17,Q96PU5,S,487,21,NEDD4L
Q96PU5|479|S|21,17,Q96PU5,S,479,21,NEDD4L
P10398|582|S|21,17,P10398,S,582,21,ARAF
O15440|505|S|21,17,O15440,S,505,21,ABCC5
Q5U5Q3|545|S|21,17,Q5U5Q3,S,545,21,MEX3C
Q5SSJ5|156|S|21,17,Q5SSJ5,S,156,21,HP1BP3
Q9Y478|181|S|21,17,Q9Y478,S,181,21,PRKAB1
P41252|1047|S|21,17,P41252,S,1047,21,IARS1
P27708|1859|S|21,17,P27708,S,1859,21,CAD
Q53EZ4|436|S|21,17,Q53EZ4,S,436,21,CEP55
Q9Y6M7|84|S|21,17,Q9Y6M7,S,84,21,SLC4A7
Q53EZ4|428|S|21,17,Q53EZ4,S,428,21,CEP55
P18827|285|S|21,17,P18827,S,285,21,SDC1
Q9C0B5|694|S|21,17,Q9C0B5,S,694,21,ZDHHC5
Q9UQ35|2583|T|21,17,Q9UQ35,T,2583,21,SRRM2
Q6ZRV2|936|S|21,17,Q6ZRV2,S,936,21,FAM83H
P85037|213|S|21,17,P85037,S,213,21,FOXK1
Q9Y2D5|1009|S|21,17,Q9Y2D5,S,1009,21,PALM2AKAP2
Q9P265|79|T|21,17,Q9P265,T,79,21,DIP2B
Q9C0H2|496|S|21,17,Q9C0H2,S,496,21,TTYH3
P20020|1178|S|21,17,P20020,S,1178,21,ATP2B1
P53985|467|S|21,17,P53985,S,467,21,SLC16A1
Q58FF7|202|K|37,17,Q58FF7,K,202,37,HSP90AB3P
O95466|1031|S|21,17,O95466,S,1031,21,FMNL1
Q9BRK4|99|S|21,17,Q9BRK4,S,99,21,LZTS2
P04626|1174|S|21,17,P04626,S,1174,21,ERBB2
Q9UQ35|451|R|7,17,Q9UQ35,R,451,7,SRRM2
P16403|2|S|21,17,P16403,S,2,21,H1
P29966|26|S|21,17,P29966,S,26,21,MARCKS
P29966|27|S|21,17,P29966,S,27,21,MARCKS
P20020|1177|S|21,17,P20020,S,1177,21,ATP2B1
Q8TE77|9|S|21,17,Q8TE77,S,9,21,SSH3
P16402|2|S|21,17,P16402,S,2,21,H1
Q9NQW6|182|S|21,17,Q9NQW6,S,182,21,ANLN
Q9C0H2|512|T|21,17,Q9C0H2,T,512,21,TTYH3
Q58FF7|205|S|21,17,Q58FF7,S,205,21,HSP90AB3P
Q9BZF1|810|S|21,17,Q9BZF1,S,810,21,OSBPL8
Q96PU5|485|Y|21,17,Q96PU5,Y,485,21,NEDD4L
P15924|166|S|21,17,P15924,S,166,21,DSP
P85037|223|S|21,17,P85037,S,223,21,FOXK1
O15440|502|S|21,17,O15440,S,502,21,ABCC5
P19634|693|S|21,17,P19634,S,693,21,SLC9A1
P16403|4|T|21,17,P16403,T,4,21,H1
P10412|18|T|21,17,P10412,T,18,21,H1
Q9C0K0|493|S|21,17,Q9C0K0,S,493,21,BCL11B
O95297|219|S|21,17,O95297,S,219,21,MPZL1
Q9Y478|182|S|21,17,Q9Y478,S,182,21,PRKAB1
Q70E73|5|S|21,17,Q70E73,S,5,21,RAPH1
Q9BZF1|808|S|21,17,Q9BZF1,S,808,21,OSBPL8
Q9UQ35|1842|S|21,17,Q9UQ35,S,1842,21,SRRM2
Q96QD8|21|S|21,17,Q96QD8,S,21,21,SLC38A2
Q9UKE5|764|S|21,17,Q9UKE5,S,764,21,TNIK
Q5U5Q3|537|S|21,17,Q5U5Q3,S,537,21,MEX3C
Q16555|521|T|21,17,Q16555,T,521,21,DPYSL2
P67870|209|S|21,17,P67870,S,209,21,CSNK2B
Q96QD8|18|S|21,17,Q96QD8,S,18,21,SLC38A2
O15440|504|S|21,17,O15440,S,504,21,ABCC5
Q8NFJ5|347|Y|21,17,Q8NFJ5,Y,347,21,GPRC5A
Q96QD8|10|S|21,17,Q96QD8,S,10,21,SLC38A2
P15924|165|S|21,17,P15924,S,165,21,DSP
Q13425|95|S|21,17,Q13425,S,95,21,SNTB2
Q9H4G0|79|T|21,17,Q9H4G0,T,79,21,EPB41L1
Q9UN37|90|S|21,17,Q9UN37,S,90,21,VPS4A
Q9UQ35|2071|S|21,17,Q9UQ35,S,2071,21,SRRM2
Q13443|758|S|21,17,Q13443,S,758,21,ADAM9
Q92597|328|T|21,17,Q92597,T,328,21,NDRG1
Q02952|386|S|21,17,Q02952,S,386,21,AKAP12
Q9H1H9|1384|S|21,17,Q9H1H9,S,1384,21,KIF13A
P62070|186|S|21,17,P62070,S,186,21,RRAS2
O75351|102|S|21,17,O75351,S,102,21,VPS4B
Q9ULT8|632|S|21,17,Q9ULT8,S,632,21,HECTD1
Q9UQ35|1844|T|21,17,Q9UQ35,T,1844,21,SRRM2
Q9C0H2|504|S|21,17,Q9C0H2,S,504,21,TTYH3
Q02241|867|S|21,17,Q02241,S,867,21,KIF23
Q96QD8|17|S|21,17,Q96QD8,S,17,21,SLC38A2
P53985|461|S|21,17,P53985,S,461,21,SLC16A1
P07814|888|T|21,17,P07814,T,888,21,EPRS1
Q9H0H5|203|S|21,17,Q9H0H5,S,203,21,RACGAP1
O75351|93|S|21,17,O75351,S,93,21,VPS4B
Q02241|902|S|21,17,Q02241,S,902,21,KIF23
