name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
P02452|984|K|299,16,P02452,K,984,299,COL1A1
P02452|277|K|34,16,P02452,K,277,34,COL1A1
P02679|282|R|7,16,P02679,R,282,7,FGG
P12111|1754|K|34,16,P12111,K,1754,34,COL6A3
P02452|759|K|299,16,P02452,K,759,299,COL1A1
O95994|116|K|34,16,O95994,K,116,34,AGR2
Q562R1|304|S|21,16,Q562R1,S,304,21,ACTBL2
O43707|853|K|34,16,O43707,K,853,34,ACTN4
Q9NWB6|56|S|21,16,Q9NWB6,S,56,21,ARGLU1
P20908|1433|K|34,16,P20908,K,1433,34,COL5A1
P07148|121|K|34,16,P07148,K,121,34,FABP1
P01876|67|S|21,16,P01876,S,67,21,IGHA1
P55072|715|T|23,16,P55072,T,715,23,VCP
P12110|485|K|34,16,P12110,K,485,34,COL6A2
P04792|114|K|34,16,P04792,K,114,34,HSPB1
P02452|442|K|34,16,P02452,K,442,34,COL1A1
Q9H4B7|252|K|34,16,Q9H4B7,K,252,34,TUBB1
P01876|201|T|21,16,P01876,T,201,21,IGHA1
Q5TEC6|57|K|34,16,Q5TEC6,K,57,34,H3
P08123|738|K|34,16,P08123,K,738,34,COL1A2
Q06141|138|S|21,16,Q06141,S,138,21,REG3A
P06733|162|K|34,16,P06733,K,162,34,ENO1
P02452|759|K|34,16,P02452,K,759,34,COL1A1
P09327|699|K|34,16,P09327,K,699,34,VIL1
P02461|757|K|34,16,P02461,K,757,34,COL3A1
P68871|85|T|21,16,P68871,T,85,21,HBB
P68133|115|K|34,16,P68133,K,115,34,ACTA1
Q9ULC5|599|K|34,16,Q9ULC5,K,599,34,ACSL5
P01876|66|T|21,16,P01876,T,66,21,IGHA1
P01834|85|Y|21,16,P01834,Y,85,21,IGKC
Q9NWB6|60|S|21,16,Q9NWB6,S,60,21,ARGLU1
P02461|592|K|34,16,P02461,K,592,34,COL3A1
P01860|256|K|34,16,P01860,K,256,34,IGHG3
P01834|38|K|34,16,P01834,K,38,34,IGKC
P01857|173|K|34,16,P01857,K,173,34,IGHG1
P63267|292|K|34,16,P63267,K,292,34,ACTG2
P02461|740|K|34,16,P02461,K,740,34,COL3A1
P62081|15|K|535,16,P62081,K,15,535,RPS7
P02787|225|K|34,16,P02787,K,225,34,TF
P60709|113|K|34,16,P60709,K,113,34,ACTB
P14625|161|K|34,16,P14625,K,161,34,HSP90B1
P62937|28|K|34,16,P62937,K,28,34,PPIA
P02452|430|K|34,16,P02452,K,430,34,COL1A1
P08123|506|K|34,16,P08123,K,506,34,COL1A2
P07237|106|R|7,16,P07237,R,106,7,P4HB
P07305|40|K|34,16,P07305,K,40,34,H1
P27797|64|K|1,16,P27797,K,64,1,CALR
P01834|42|K|34,16,P01834,K,42,34,IGKC
P08123|1064|K|34,16,P08123,K,1064,34,COL1A2
P08123|381|R|7,16,P08123,R,381,7,COL1A2
P0CF74|84|S|21,16,P0CF74,S,84,21,IGLC6
P02452|552|K|34,16,P02452,K,552,34,COL1A1
P68366|422|R|7,16,P68366,R,422,7,TUBA4A
P01009|298|K|34,16,P01009,K,298,34,SERPINA1
P02461|743|K|34,16,P02461,K,743,34,COL3A1
P02452|228|K|34,16,P02452,K,228,34,COL1A1
P02452|1096|K|299,16,P02452,K,1096,299,COL1A1
P16401|109|K|34,16,P16401,K,109,34,H1
P02461|982|K|299,16,P02461,K,982,299,COL3A1
P04350|86|R|7,16,P04350,R,86,7,TUBB4A
P00338|228|K|34,16,P00338,K,228,34,LDHA
P02461|977|K|34,16,P02461,K,977,34,COL3A1
P02679|292|K|34,16,P02679,K,292,34,FGG
P12111|2052|K|34,16,P12111,K,2052,34,COL6A3
P02461|503|K|34,16,P02461,K,503,34,COL3A1
P02452|984|K|34,16,P02452,K,984,34,COL1A1
P07355|49|K|34,16,P07355,K,49,34,ANXA2
P12111|885|K|34,16,P12111,K,885,34,COL6A3
P01857|171|K|34,16,P01857,K,171,34,IGHG1
P02452|591|E|299,16,P02452,E,591,299,COL1A1
Q9NWB6|58|S|21,16,Q9NWB6,S,58,21,ARGLU1
P16401|112|K|34,16,P16401,K,112,34,H1
P62750|152|K|34,16,P62750,K,152,34,RPL23A
P10809|473|K|34,16,P10809,K,473,34,HSPD1
P08123|354|K|34,16,P08123,K,354,34,COL1A2
P01871|112|K|34,16,P01871,K,112,34,IGHM
P08123|380|K|34,16,P08123,K,380,34,COL1A2
P14625|168|K|34,16,P14625,K,168,34,HSP90B1
P02452|1096|K|34,16,P02452,K,1096,34,COL1A1
P02461|982|K|34,16,P02461,K,982,34,COL3A1
P02452|586|K|34,16,P02452,K,586,34,COL1A1
P68871|145|K|34,16,P68871,K,145,34,HBB
P08123|360|K|34,16,P08123,K,360,34,COL1A2
A8K7I4|560|K|34,16,A8K7I4,K,560,34,CLCA1
P02452|751|K|34,16,P02452,K,751,34,COL1A1
P02452|448|K|34,16,P02452,K,448,34,COL1A1
P49023|83|S|21,16,P49023,S,83,21,PXN
P02671|476|K|34,16,P02671,K,476,34,FGA
P08670|28|R|7,16,P08670,R,28,7,VIM
P61626|80|R|7,16,P61626,R,80,7,LYZ
Q96HR9|28|K|34,16,Q96HR9,K,28,34,REEP6
Q05639|255|K|34,16,Q05639,K,255,34,EEF1A2
P02452|940|D|299,16,P02452,D,940,299,COL1A1
O95994|165|K|34,16,O95994,K,165,34,AGR2
P08123|510|K|34,16,P08123,K,510,34,COL1A2
P02461|461|K|34,16,P02461,K,461,34,COL3A1
P02452|468|K|34,16,P02452,K,468,34,COL1A1
Q06830|120|K|34,16,Q06830,K,120,34,PRDX1
P63313|26|K|34,16,P63313,K,26,34,TMSB10
P02671|100|K|34,16,P02671,K,100,34,FGA
P02452|594|K|34,16,P02452,K,594,34,COL1A1
P0DOY3|50|K|34,16,P0DOY3,K,50,34,IGLC3
P01834|100|K|34,16,P01834,K,100,34,IGKC
