name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
P06733|71|K|34,9,P06733,K,71,34,ENO1
P62328|26|K|34,9,P62328,K,26,34,TMSB4X
P16402|47|K|34,9,P16402,K,47,34,H1
P63313|4|K|1,9,P63313,K,4,1,TMSB10
P62979|48|K|535,9,P62979,K,48,535,RPS27A
Q16777|96|K|34,9,Q16777,K,96,34,H2AC20
P62937|76|K|34,9,P62937,K,76,34,PPIA
O75531|18|K|34,9,O75531,K,18,34,BANF1
P61353|93|K|34,9,P61353,K,93,34,RPL27
P06703|47|K|34,9,P06703,K,47,34,S100A6
Q96A08|118|K|34,9,Q96A08,K,118,34,H2BC1
P02461|1150|K|34,9,P02461,K,1150,34,COL3A1
P69905|8|K|34,9,P69905,K,8,34,HBA1
P62805|80|K|34,9,P62805,K,80,34,H4C1
P10809|387|K|34,9,P10809,K,387,34,HSPD1
Q16695|123|K|34,9,Q16695,K,123,34,H3
Q02539|88|K|34,9,Q02539,K,88,34,H1
P02452|505|K|34,9,P02452,K,505,34,COL1A1
P68133|330|K|34,9,P68133,K,330,34,ACTA1
P21333|1824|K|34,9,P21333,K,1824,34,FLNA
P30101|82|K|34,9,P30101,K,82,34,PDIA3
P22392|100|K|34,9,P22392,K,100,34,NME2
P0DP23|31|K|34,9,P0DP23,K,31,34,CALM1
P06576|133|K|34,9,P06576,K,133,34,ATP5F1B
P68133|328|K|34,9,P68133,K,328,34,ACTA1
Q16695|80|K|34,9,Q16695,K,80,34,H3
P14618|115|K|34,9,P14618,K,115,34,PKM
P27797|62|K|34,9,P27797,K,62,34,CALR
P16401|100|K|34,9,P16401,K,100,34,H1
P07195|7|K|34,9,P07195,K,7,34,LDHB
P62328|39|K|34,9,P62328,K,39,34,TMSB4X
Q06830|16|K|34,9,Q06830,K,16,34,PRDX1
P32119|135|K|34,9,P32119,K,135,34,PRDX2
P08670|373|K|34,9,P08670,K,373,34,VIM
P62805|24|R|36,9,P62805,R,24,36,H4C1
P05141|10|K|34,9,P05141,K,10,34,SLC25A5
P62805|78|K|34,9,P62805,K,78,34,H4C1
P68871|66|K|34,9,P68871,K,66,34,HBB
P68133|317|K|34,9,P68133,K,317,34,ACTA1
P67936|13|K|34,9,P67936,K,13,34,TPM4
P10412|17|K|34,9,P10412,K,17,34,H1
P60174|19|K|34,9,P60174,K,19,34,TPI1
P68871|96|K|34,9,P68871,K,96,34,HBB
P69905|62|K|34,9,P69905,K,62,34,HBA1
Q8N257|44|K|34,9,Q8N257,K,44,34,H2BC26
Q01995|75|K|34,9,Q01995,K,75,34,TAGLN
P07737|38|K|34,9,P07737,K,38,34,PFN1
P07951|118|K|34,9,P07951,K,118,34,TPM2
Q5TEC6|46|T|23,9,Q5TEC6,T,46,23,H3
Q06830|93|K|34,9,Q06830,K,93,34,PRDX1
Q5TEC6|38|K|34,9,Q5TEC6,K,38,34,H3
P61604|80|K|34,9,P61604,K,80,34,HSPE1
P60903|47|K|34,9,P60903,K,47,34,S100A10
P16401|93|K|34,9,P16401,K,93,34,H1
P02787|359|K|34,9,P02787,K,359,34,TF
P27797|215|K|34,9,P27797,K,215,34,CALR
Q9NY65|96|K|34,9,Q9NY65,K,96,34,TUBA8
Q5TEC6|37|K|34,9,Q5TEC6,K,37,34,H3
Q01844|615|R|36,9,Q01844,R,615,36,EWSR1
Q02539|93|K|34,9,Q02539,K,93,34,H1
P02671|123|R|7,9,P02671,R,123,7,FGA
P84243|80|K|34,9,P84243,K,80,34,H3
Q06830|27|K|34,9,Q06830,K,27,34,PRDX1
P05204|82|K|34,9,P05204,K,82,34,HMGN2
P16401|55|K|34,9,P16401,K,55,34,H1
Q96A08|122|K|34,9,Q96A08,K,122,34,H2BC1
P68133|52|K|34,9,P68133,K,52,34,ACTA1
P16401|17|K|34,9,P16401,K,17,34,H1
P0DP23|22|K|34,9,P0DP23,K,22,34,CALM1
P16402|53|K|34,9,P16402,K,53,34,H1
P22492|79|K|34,9,P22492,K,79,34,H1
P01834|83|K|34,9,P01834,K,83,34,IGKC
P16401|49|K|34,9,P16401,K,49,34,H1
P21333|1477|K|34,9,P21333,K,1477,34,FLNA
P04406|66|K|34,9,P04406,K,66,34,GAPDH
Q6PEY2|326|K|34,9,Q6PEY2,K,326,34,TUBA3E
P84243|38|K|34,9,P84243,K,38,34,H3
P06703|40|K|34,9,P06703,K,40,34,S100A6
Q15059|263|S|21,9,Q15059,S,263,21,BRD3
P68871|83|K|34,9,P68871,K,83,34,HBB
Q5TEC6|24|K|1,9,Q5TEC6,K,24,1,H3
P0DOY3|60|K|34,9,P0DOY3,K,60,34,IGLC3
Q16777|100|K|34,9,Q16777,K,100,34,H2AC20
P69905|57|K|34,9,P69905,K,57,34,HBA1
P04406|219|K|34,9,P04406,K,219,34,GAPDH
P83881|53|K|34,9,P83881,K,53,34,RPL36A
P16402|35|K|34,9,P16402,K,35,34,H1
P02042|60|K|34,9,P02042,K,60,34,HBD
P04083|90|K|34,9,P04083,K,90,34,ANXA1
P02452|742|K|34,9,P02452,K,742,34,COL1A1
Q06830|136|K|34,9,Q06830,K,136,34,PRDX1
P62979|11|K|34,9,P62979,K,11,34,RPS27A
P06733|202|K|34,9,P06733,K,202,34,ENO1
P27797|209|K|34,9,P27797,K,209,34,CALR
Q8N257|58|K|34,9,Q8N257,K,58,34,H2BC26
P02042|67|K|34,9,P02042,K,67,34,HBD
P16401|37|K|34,9,P16401,K,37,34,H1
P62937|133|K|34,9,P62937,K,133,34,PPIA
P62805|21|K|34,9,P62805,K,21,34,H4C1
P31949|27|K|34,9,P31949,K,27,34,S100A11
P62937|82|K|34,9,P62937,K,82,34,PPIA
