name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
Q8IYB3|562|S|21,28,Q8IYB3,S,562,21,SRRM1
Q9P2M7|153|S|21,28,Q9P2M7,S,153,21,CGN
P62979|65|S|21,28,P62979,S,65,21,RPS27A
P43358|89|S|21,28,P43358,S,89,21,MAGEA4
Q9NYF8|276|S|21,28,Q9NYF8,S,276,21,BCLAF1
Q5CZC0|2797|S|21,28,Q5CZC0,S,2797,21,FSIP2
C9JLW8|26|S|21,28,C9JLW8,S,26,21,MCRIP1
Q99879|35|K|1,28,Q99879,K,35,1,H2BC14
P55884|119|S|21,28,P55884,S,119,21,EIF3B
P62805|80|K|1,28,P62805,K,80,1,H4C1
O43707|886|Y|23,28,O43707,Y,886,23,ACTN4
Q15269|664|T|23,28,Q15269,T,664,23,PWP2
P43358|88|S|21,28,P43358,S,88,21,MAGEA4
P01859|105|E|299,28,P01859,E,105,299,IGHG2
P43358|90|S|21,28,P43358,S,90,21,MAGEA4
P04406|139|K|53,28,P04406,K,139,53,GAPDH
Q14103|272|R|34,28,Q14103,R,272,34,HNRNPD
Q96Q15|3570|S|21,28,Q96Q15,S,3570,21,SMG1
Q8IYB3|465|S|21,28,Q8IYB3,S,465,21,SRRM1
P46013|357|S|21,28,P46013,S,357,21,MKI67
C9JLW8|25|S|21,28,C9JLW8,S,25,21,MCRIP1
Q5CZC0|2796|S|21,28,Q5CZC0,S,2796,21,FSIP2
P55884|442|T|23,28,P55884,T,442,23,EIF3B
O76021|427|S|21,28,O76021,S,427,21,RSL1D1
P06748|279|T|23,28,P06748,T,279,23,NPM1
Q5VTE0|408|K|299,28,Q5VTE0,K,408,299,EEF1A1P5
P62979|55|T|21,28,P62979,T,55,21,RPS27A
Q92804|206|R|36,28,Q92804,R,206,36,TAF15
P27708|1828|S|21,28,P27708,S,1828,21,CAD
Q92522|31|S|21,28,Q92522,S,31,21,H1
P04083|319|Y|23,28,P04083,Y,319,23,ANXA1
Q8IYB3|560|S|21,28,Q8IYB3,S,560,21,SRRM1
Q9UQ35|383|T|21,28,Q9UQ35,T,383,21,SRRM2
Q8IVT2|156|S|21,28,Q8IVT2,S,156,21,MISP
Q562R1|240|S|21,28,Q562R1,S,240,21,ACTBL2
Q9NRY4|1127|S|21,28,Q9NRY4,S,1127,21,ARHGAP35
P16401|9|T|21,28,P16401,T,9,21,H1
Q01518|295|S|21,28,Q01518,S,295,21,CAP1
P18583|1774|S|21,28,P18583,S,1774,21,SON
Q8N122|877|S|21,28,Q8N122,S,877,21,RPTOR
O00567|476|S|21,28,O00567,S,476,21,NOP56
P04406|137|H|53,28,P04406,H,137,53,GAPDH
Q96Q15|3573|T|21,28,Q96Q15,T,3573,21,SMG1
P04406|80|R|7,28,P04406,R,80,7,GAPDH
P69905|17|K|299,28,P69905,K,17,299,HBA1
Q562R1|245|D|299,28,Q562R1,D,245,299,ACTBL2
Q9H4Z3|137|T|21,28,Q9H4Z3,T,137,21,PCIF1
Q13428|381|S|21,28,Q13428,S,381,21,TCOF1
Q9P2M7|155|S|21,28,Q9P2M7,S,155,21,CGN
Q9UQ35|333|S|21,28,Q9UQ35,S,333,21,SRRM2
P05455|367|D|299,28,P05455,D,367,299,SSB
Q9UQ35|384|T|21,28,Q9UQ35,T,384,21,SRRM2
Q9UQ35|332|S|21,28,Q9UQ35,S,332,21,SRRM2
P04406|215|K|1,28,P04406,K,215,1,GAPDH
Q5CZC0|2802|S|21,28,Q5CZC0,S,2802,21,FSIP2
P60709|312|R|7,28,P60709,R,312,7,ACTB
Q9UPQ0|225|S|21,28,Q9UPQ0,S,225,21,LIMCH1
O60832|467|K|53,28,O60832,K,467,53,DKC1
Q9NYF8|274|S|21,28,Q9NYF8,S,274,21,BCLAF1
Q9C0C2|712|S|21,28,Q9C0C2,S,712,21,TNKS1BP1
Q8N8A6|83|S|21,28,Q8N8A6,S,83,21,DDX51
Q9H6F5|58|S|21,28,Q9H6F5,S,58,21,CCDC86
C9JLW8|24|S|21,28,C9JLW8,S,24,21,MCRIP1
P06748|82|S|23,28,P06748,S,82,23,NPM1
Q8IYB3|463|S|21,28,Q8IYB3,S,463,21,SRRM1
Q9P2M7|150|S|21,28,Q9P2M7,S,150,21,CGN
Q8IVT2|471|S|21,28,Q8IVT2,S,471,21,MISP
Q9UN36|352|S|21,28,Q9UN36,S,352,21,NDRG2
P18583|1773|S|21,28,P18583,S,1773,21,SON
Q05639|107|S|21,28,Q05639,S,107,21,EEF1A2
O95831|176|S|23,28,O95831,S,176,23,AIFM1
P68133|52|K|64,28,P68133,K,52,64,ACTA1
Q9UN36|357|T|21,28,Q9UN36,T,357,21,NDRG2
P68133|55|Y|21,28,P68133,Y,55,21,ACTA1
