name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
Q8TD55|389|S|21,8,Q8TD55,S,389,21,PLEKHO2
Q9UN86|149|S|21,8,Q9UN86,S,149,21,G3BP2
P22681|486|S|21,8,P22681,S,486,21,CBL
Q13541|85|S|21,8,Q13541,S,85,21,EIF4EBP1
Q9Y3F4|335|S|21,8,Q9Y3F4,S,335,21,STRAP
Q5T1M5|1162|S|21,8,Q5T1M5,S,1162,21,FKBP15
Q9UMZ2|855|S|21,8,Q9UMZ2,S,855,21,SYNRG
Q8NCF5|338|S|21,8,Q8NCF5,S,338,21,NFATC2IP
Q9UQ35|1048|S|21,8,Q9UQ35,S,1048,21,SRRM2
Q8WUA4|892|S|21,8,Q8WUA4,S,892,21,GTF3C2
Q86YV0|51|S|21,8,Q86YV0,S,51,21,RASAL3
Q13464|1105|S|21,8,Q13464,S,1105,21,ROCK1
Q6IQ23|994|S|21,8,Q6IQ23,S,994,21,PLEKHA7
P14317|275|S|21,8,P14317,S,275,21,HCLS1
Q9H246|95|S|21,8,Q9H246,S,95,21,C1orf21
O95671|239|S|21,8,O95671,S,239,21,ASMTL
P42167|306|S|21,8,P42167,S,306,21,TMPO
Q96EV2|741|S|21,8,Q96EV2,S,741,21,RBM33
P06493|161|T|21,8,P06493,T,161,21,CDK1
Q9BTK6|237|S|21,8,Q9BTK6,S,237,21,PAGR1
Q12933|5|S|21,8,Q12933,S,5,21,TRAF2
O75995|27|S|21,8,O75995,S,27,21,SASH3
Q9Y3Z3|592|T|21,8,Q9Y3Z3,T,592,21,SAMHD1
Q9P1Y6|948|S|21,8,Q9P1Y6,S,948,21,PHRF1
P19525|93|S|21,8,P19525,S,93,21,EIF2AK2
Q13469|761|S|21,8,Q13469,S,761,21,NFATC2
Q5T1M5|1164|S|21,8,Q5T1M5,S,1164,21,FKBP15
Q14181|147|S|21,8,Q14181,S,147,21,POLA2
P27824|583|S|21,8,P27824,S,583,21,CANX
Q8N6T3|361|S|21,8,Q8N6T3,S,361,21,ARFGAP1
Q15366|171|S|21,8,Q15366,S,171,21,PCBP2
Q9Y608|328|S|21,8,Q9Y608,S,328,21,LRRFIP2
Q86YV0|228|S|21,8,Q86YV0,S,228,21,RASAL3
Q9UBW5|462|S|21,8,Q9UBW5,S,462,21,BIN2
Q6P3S6|371|R|7,8,Q6P3S6,R,371,7,FBXO42
Q12933|11|S|21,8,Q12933,S,11,21,TRAF2
Q9UQ35|420|S|21,8,Q9UQ35,S,420,21,SRRM2
Q02880|1375|S|21,8,Q02880,S,1375,21,TOP2B
Q9UMZ2|854|S|21,8,Q9UMZ2,S,854,21,SYNRG
Q6JBY9|179|S|21,8,Q6JBY9,S,179,21,RCSD1
Q9NQZ2|362|T|21,8,Q9NQZ2,T,362,21,UTP3
Q8N392|64|S|21,8,Q8N392,S,64,21,ARHGAP18
Q8WUA4|893|S|21,8,Q8WUA4,S,893,21,GTF3C2
P46013|2708|S|21,8,P46013,S,2708,21,MKI67
Q13043|320|S|21,8,Q13043,S,320,21,STK4
P62995|201|T|21,8,P62995,T,201,21,TRA2B
P78347|210|S|21,8,P78347,S,210,21,GTF2I
Q7Z422|37|S|21,8,Q7Z422,S,37,21,SZRD1
Q15084|216|K|34,8,Q15084,K,216,34,PDIA6
Q96EV2|41|S|21,8,Q96EV2,S,41,21,RBM33
Q92974|152|T|21,8,Q92974,T,152,21,ARHGEF2
Q8WUA4|896|R|7,8,Q8WUA4,R,896,7,GTF3C2
Q12996|691|S|21,8,Q12996,S,691,21,CSTF3
Q5T1M5|1161|S|21,8,Q5T1M5,S,1161,21,FKBP15
P42858|1874|S|21,8,P42858,S,1874,21,HTT
P35658|1023|S|21,8,P35658,S,1023,21,NUP214
P56192|825|S|21,8,P56192,S,825,21,MARS1
P55081|258|S|21,8,P55081,S,258,21,MFAP1
O60884|399|S|21,8,O60884,S,399,21,DNAJA2
Q13523|839|S|21,8,Q13523,S,839,21,PRP4K
Q8N6S5|80|S|21,8,Q8N6S5,S,80,21,ARL6IP6
Q13523|837|S|21,8,Q13523,S,837,21,PRP4K
Q8WUA4|901|S|21,8,Q8WUA4,S,901,21,GTF3C2
P23588|207|S|21,8,P23588,S,207,21,EIF4B
Q14980|2047|S|21,8,Q14980,S,2047,21,NUMA1
Q5JSH3|3|S|21,8,Q5JSH3,S,3,21,WDR44
Q8WYJ6|320|S|21,8,Q8WYJ6,S,320,21,SEPTIN1
Q15366|173|S|21,8,Q15366,S,173,21,PCBP2
Q92974|886|S|21,8,Q92974,S,886,21,ARHGEF2
Q15042|9|S|21,8,Q15042,S,9,21,RAB3GAP1
Q12851|531|S|21,8,Q12851,S,531,21,MAP4K2
Q13541|83|S|21,8,Q13541,S,83,21,EIF4EBP1
P60174|19|K|1,8,P60174,K,19,1,TPI1
P42694|1163|T|21,8,P42694,T,1163,21,HELZ
Q6PKG0|647|T|21,8,Q6PKG0,T,647,21,LARP1
Q9BXP5|540|S|21,8,Q9BXP5,S,540,21,SRRT
Q7Z422|39|S|21,8,Q7Z422,S,39,21,SZRD1
Q15233|450|T|21,8,Q15233,T,450,21,NONO
Q86W92|29|S|21,8,Q86W92,S,29,21,PPFIBP1
Q13464|1102|S|21,8,Q13464,S,1102,21,ROCK1
Q9NRA8|78|S|21,8,Q9NRA8,S,78,21,EIF4ENIF1
Q9NRA8|74|S|21,8,Q9NRA8,S,74,21,EIF4ENIF1
Q8IZL8|745|T|21,8,Q8IZL8,T,745,21,PELP1
Q5JSH3|5|S|21,8,Q5JSH3,S,5,21,WDR44
Q9P246|680|S|21,8,Q9P246,S,680,21,STIM2
P19525|83|S|21,8,P19525,S,83,21,EIF2AK2
Q13469|759|S|21,8,Q13469,S,759,21,NFATC2
Q7Z460|600|S|21,8,Q7Z460,S,600,21,CLASP1
Q8IXM2|96|S|21,8,Q8IXM2,S,96,21,BACC1
Q8NCF5|337|S|21,8,Q8NCF5,S,337,21,NFATC2IP
Q9H4L5|304|S|21,8,Q9H4L5,S,304,21,OSBPL3
