name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
A0FGR8|761|S|21,25,A0FGR8,S,761,21,ESYT2
Q7Z460|559|S|21,25,Q7Z460,S,559,21,CLASP1
A0FGR8|758|S|21,25,A0FGR8,S,758,21,ESYT2
Q9GZR7|94|S|21,25,Q9GZR7,S,94,21,DDX24
Q86X95|199|Y|21,25,Q86X95,Y,199,21,CIRSR
O95251|104|T|21,25,O95251,T,104,21,KAT7
P06733|44|Y|21,25,P06733,Y,44,21,ENO1
Q15435|33|K|53,25,Q15435,K,33,53,PPP1R7
Q8IWX8|816|R|7,25,Q8IWX8,R,816,7,CHERP
Q6SPF0|157|T|21,25,Q6SPF0,T,157,21,SAMD1
Q8N0Y7|119|Y|21,25,Q8N0Y7,Y,119,21,PGAM4
Q9GZR7|92|S|21,25,Q9GZR7,S,92,21,DDX24
P52756|620|Y|21,25,P52756,Y,620,21,RBM5
P98175|65|S|21,25,P98175,S,65,21,RBM10
Q96ST2|198|S|21,25,Q96ST2,S,198,21,IWS1
Q9UBW5|460|R|7,25,Q9UBW5,R,460,7,BIN2
Q96KQ7|114|K|37,25,Q96KQ7,K,114,37,EHMT2
Q12888|380|S|21,25,Q12888,S,380,21,TP53BP1
Q9BZL6|197|S|21,25,Q9BZL6,S,197,21,PRKD2
A0FGR8|755|S|21,25,A0FGR8,S,755,21,ESYT2
Q5TAQ9|134|R|7,25,Q5TAQ9,R,134,7,DCAF8
Q6P2E9|729|S|21,25,Q6P2E9,S,729,21,EDC4
P35659|297|S|21,25,P35659,S,297,21,DEK
P35659|296|S|21,25,P35659,S,296,21,DEK
Q1KMD3|160|R|7,25,Q1KMD3,R,160,7,HNRNPUL2
O14974|446|Y|21,25,O14974,Y,446,21,PPP1R12A
Q9UHD8|84|R|7,25,Q9UHD8,R,84,7,SEPTIN9
Q14134|21|S|21,25,Q14134,S,21,21,TRIM29
Q8TEK3|902|S|21,25,Q8TEK3,S,902,21,DOT1L
P35236|44|S|21,25,P35236,S,44,21,PTPN7
O15075|347|S|21,25,O15075,S,347,21,DCLK1
Q7Z460|556|S|21,25,Q7Z460,S,556,21,CLASP1
Q96ST2|196|S|21,25,Q96ST2,S,196,21,IWS1
Q15435|34|K|53,25,Q15435,K,34,53,PPP1R7
O75376|2187|S|21,25,O75376,S,2187,21,NCOR1
Q9NPI6|522|S|21,25,Q9NPI6,S,522,21,DCP1A
O75151|877|Y|21,25,O75151,Y,877,21,PHF2
Q9H8G2|312|S|21,25,Q9H8G2,S,312,21,CAAP1
O95453|557|S|21,25,O95453,S,557,21,PARN
Q6P2E9|727|T|21,25,Q6P2E9,T,727,21,EDC4
P42166|150|R|7,25,P42166,R,150,7,TMPO
Q14687|826|S|21,25,Q14687,S,826,21,GSE1
P98175|61|S|21,25,P98175,S,61,21,RBM10
Q8TEK3|899|S|21,25,Q8TEK3,S,899,21,DOT1L
Q9GZR7|93|S|21,25,Q9GZR7,S,93,21,DDX24
Q6P6C2|384|S|21,25,Q6P6C2,S,384,21,ALKBH5
Q7Z460|558|S|21,25,Q7Z460,S,558,21,CLASP1
Q00613|317|R|7,25,Q00613,R,317,7,HSF1
Q9UHD8|82|S|21,25,Q9UHD8,S,82,21,SEPTIN9
Q96T23|628|T|21,25,Q96T23,T,628,21,RSF1
P46100|784|S|21,25,P46100,S,784,21,ATRX
Q7Z6Z7|1905|T|21,25,Q7Z6Z7,T,1905,21,HUWE1
P23588|494|R|7,25,P23588,R,494,7,EIF4B
P23588|495|S|21,25,P23588,S,495,21,EIF4B
P23588|497|S|21,25,P23588,S,497,21,EIF4B
Q9BZL6|199|T|21,25,Q9BZL6,T,199,21,PRKD2
Q6GYQ0|861|S|21,25,Q6GYQ0,S,861,21,RALGAPA1
Q14687|828|S|21,25,Q14687,S,828,21,GSE1
Q8TEK3|900|T|21,25,Q8TEK3,T,900,21,DOT1L
Q9NRA8|564|S|21,25,Q9NRA8,S,564,21,EIF4ENIF1
P61978|389|T|21,25,P61978,T,389,21,HNRNPK
Q6JBY9|108|S|21,25,Q6JBY9,S,108,21,RCSD1
Q9UQ35|1577|S|21,25,Q9UQ35,S,1577,21,SRRM2
Q15435|35|H|53,25,Q15435,H,35,53,PPP1R7
P16949|16|S|21,25,P16949,S,16,21,STMN1
O15075|352|S|21,25,O15075,S,352,21,DCLK1
P98175|60|S|21,25,P98175,S,60,21,RBM10
Q9UKV3|386|S|21,25,Q9UKV3,S,386,21,ACIN1
P23443|447|S|21,25,P23443,S,447,21,RPS6KB1
P35251|67|Y|21,25,P35251,Y,67,21,RFC1
Q8IXQ4|105|S|21,25,Q8IXQ4,S,105,21,GPALPP1
O75122|596|S|21,25,O75122,S,596,21,CLASP2
Q14694|78|S|21,25,Q14694,S,78,21,USP10
Q96JM3|626|S|21,25,Q96JM3,S,626,21,CHAMP1
Q96NE9|509|S|21,25,Q96NE9,S,509,21,FRMD6
Q15154|535|Y|21,25,Q15154,Y,535,21,PCM1
Q3B726|300|S|21,25,Q3B726,S,300,21,POLR1F
P23588|419|R|7,25,P23588,R,419,7,EIF4B
Q9BZL6|198|S|21,25,Q9BZL6,S,198,21,PRKD2
Q4V328|699|R|7,25,Q4V328,R,699,7,GRIPAP1
Q8IWX8|814|R|7,25,Q8IWX8,R,814,7,CHERP
P05387|16|S|21,25,P05387,S,16,21,RPLP2
