name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
Q07157|131|S|21,22,Q07157,S,131,21,TJP1
P29966|170|S|21,22,P29966,S,170,21,MARCKS
Q9H4G0|540|S|21,22,Q9H4G0,S,540,21,EPB41L1
Q14562|460|S|21,22,Q14562,S,460,21,DHX8
Q9H4G0|544|S|21,22,Q9H4G0,S,544,21,EPB41L1
O76094|639|S|21,22,O76094,S,639,21,SRP72
P05783|60|S|21,22,P05783,S,60,21,KRT18
O60716|199|T|21,22,O60716,T,199,21,CTNND1
Q86WR0|204|S|21,22,Q86WR0,S,204,21,CCDC25
Q92614|1974|S|21,22,Q92614,S,1974,21,MYO18A
Q9UKK3|101|T|21,22,Q9UKK3,T,101,21,PARP4
P49959|649|S|21,22,P49959,S,649,21,MRE11
O60716|201|T|21,22,O60716,T,201,21,CTNND1
P41162|409|T|21,22,P41162,T,409,21,ETV3
Q4G0J3|257|T|21,22,Q4G0J3,T,257,21,LARP7
Q9UBC2|229|S|21,22,Q9UBC2,S,229,21,EPS15L1
Q6PKG0|649|T|21,22,Q6PKG0,T,649,21,LARP1
Q8IYB3|431|S|21,22,Q8IYB3,S,431,21,SRRM1
Q6WKZ4|234|S|21,22,Q6WKZ4,S,234,21,RAB11FIP1
Q9BUL9|161|S|21,22,Q9BUL9,S,161,21,RPP25
O00559|36|S|21,22,O00559,S,36,21,EBAG9
Q01813|386|S|21,22,Q01813,S,386,21,PFKP
P53396|455|S|21,22,P53396,S,455,21,ACLY
O75533|142|T|21,22,O75533,T,142,21,SF3B1
P28482|185|T|21,22,P28482,T,185,21,MAPK1
O75533|129|S|21,22,O75533,S,129,21,SF3B1
Q9BUL9|162|S|21,22,Q9BUL9,S,162,21,RPP25
Q92614|2007|S|21,22,Q92614,S,2007,21,MYO18A
Q66K74|729|S|21,22,Q66K74,S,729,21,MAP1S
Q63ZY3|375|S|21,22,Q63ZY3,S,375,21,KANK2
P41162|414|T|21,22,P41162,T,414,21,ETV3
Q9NPR2|793|S|21,22,Q9NPR2,S,793,21,SEMA4B
Q9H7D0|1803|S|21,22,Q9H7D0,S,1803,21,DOCK5
P49450|17|S|21,22,P49450,S,17,21,CENPA
P29590|504|S|21,22,P29590,S,504,21,PML
Q6PD62|925|T|21,22,Q6PD62,T,925,21,CTR9
Q9H4G0|546|S|21,22,Q9H4G0,S,546,21,EPB41L1
Q7Z478|200|S|21,22,Q7Z478,S,200,21,DHX29
Q86UP2|153|T|21,22,Q86UP2,T,153,21,KTN1
P26006|1042|S|21,22,P26006,S,1042,21,ITGA3
P10412|4|T|21,22,P10412,T,4,21,H1
Q86X27|326|T|21,22,Q86X27,T,326,21,RALGPS2
Q9BW04|456|T|21,22,Q9BW04,T,456,21,SARG
Q9H4G0|541|S|21,22,Q9H4G0,S,541,21,EPB41L1
Q66K74|731|S|21,22,Q66K74,S,731,21,MAP1S
Q9Y2W1|408|S|21,22,Q9Y2W1,S,408,21,THRAP3
Q5JTV8|143|S|21,22,Q5JTV8,S,143,21,TOR1AIP1
Q92614|2020|S|21,22,Q92614,S,2020,21,MYO18A
Q96C19|74|S|21,22,Q96C19,S,74,21,EFHD2
Q8IYB3|429|S|21,22,Q8IYB3,S,429,21,SRRM1
O76094|637|S|21,22,O76094,S,637,21,SRP72
Q96RK0|2282|S|21,22,Q96RK0,S,2282,21,CIC
Q8NEY8|204|T|21,22,Q8NEY8,T,204,21,PPHLN1
Q13557|331|T|21,22,Q13557,T,331,21,CAMK2D
P49407|412|S|21,22,P49407,S,412,21,ARRB1
Q86X27|329|S|21,22,Q86X27,S,329,21,RALGPS2
Q15149|4613|S|21,22,Q15149,S,4613,21,PLEC
Q9UKV3|838|S|21,22,Q9UKV3,S,838,21,ACIN1
P29590|505|S|21,22,P29590,S,505,21,PML
Q92614|1970|S|21,22,Q92614,S,1970,21,MYO18A
Q16666|168|S|21,22,Q16666,S,168,21,IFI16
O76094|635|S|21,22,O76094,S,635,21,SRP72
Q13557|330|S|21,22,Q13557,S,330,21,CAMK2D
P36507|394|T|21,22,P36507,T,394,21,MAP2K2
Q4KMP7|678|S|21,22,Q4KMP7,S,678,21,TBC1D10B
P41162|404|T|21,22,P41162,T,404,21,ETV3
Q09666|5448|S|21,22,Q09666,S,5448,21,AHNAK
Q8IVF2|842|S|21,22,Q8IVF2,S,842,21,AHNAK2
Q01831|94|S|21,22,Q01831,S,94,21,XPC
P48681|355|S|21,22,P48681,S,355,21,NES
P50613|164|S|21,22,P50613,S,164,21,CDK7
Q92614|2006|S|21,22,Q92614,S,2006,21,MYO18A
Q9H7D0|1781|S|21,22,Q9H7D0,S,1781,21,DOCK5
Q9H7D0|1789|S|21,22,Q9H7D0,S,1789,21,DOCK5
P61978|216|S|21,22,P61978,S,216,21,HNRNPK
Q9UJU6|270|T|21,22,Q9UJU6,T,270,21,DBNL
O15438|911|S|21,22,O15438,S,911,21,ABCC3
O15438|908|S|21,22,O15438,S,908,21,ABCC3
Q9UHD8|142|T|21,22,Q9UHD8,T,142,21,SEPTIN9
P50613|170|T|21,22,P50613,T,170,21,CDK7
Q92466|26|S|21,22,Q92466,S,26,21,DDB2
Q07157|125|S|21,22,Q07157,S,125,21,TJP1
Q92614|2002|S|21,22,Q92614,S,2002,21,MYO18A
Q9H1B7|547|S|21,22,Q9H1B7,S,547,21,IRF2BPL
Q96RK0|2291|S|21,22,Q96RK0,S,2291,21,CIC
Q9Y6X4|615|S|21,22,Q9Y6X4,S,615,21,FAM169A
P07355|19|T|21,22,P07355,T,19,21,ANXA2
Q8WWI1|804|Y|21,22,Q8WWI1,Y,804,21,LMO7
Q09666|5824|T|21,22,Q09666,T,5824,21,AHNAK
P48681|352|S|21,22,P48681,S,352,21,NES
O15234|148|S|21,22,O15234,S,148,21,CASC3
P53396|453|T|21,22,P53396,T,453,21,ACLY
