name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
Q96RL1|46|S|21,6,Q96RL1,S,46,21,UIMC1
P78559|2104|S|21,6,P78559,S,2104,21,MAP1A
Q9GZN2|4|S|21,6,Q9GZN2,S,4,21,TGIF2
Q9ULH0|1682|T|21,6,Q9ULH0,T,1682,21,KIDINS220
Q9H4L7|247|S|21,6,Q9H4L7,S,247,21,SMARCAD1
Q96G23|340|R|7,6,Q96G23,R,340,7,CERS2
Q13029|739|S|21,6,Q13029,S,739,21,PRDM2
P62328|4|K|1,6,P62328,K,4,1,TMSB4X
O60583|537|S|21,6,O60583,S,537,21,CCNT2
Q92609|552|T|21,6,Q92609,T,552,21,TBC1D5
P01106|362|S|21,6,P01106,S,362,21,MYC
Q13112|432|T|21,6,Q13112,T,432,21,CHAF1B
O96020|17|S|21,6,O96020,S,17,21,CCNE2
P17542|122|S|21,6,P17542,S,122,21,TAL1
Q9NZC7|14|S|21,6,Q9NZC7,S,14,21,WWOX
Q9H9L4|147|S|21,6,Q9H9L4,S,147,21,KANSL2
Q6PD62|943|S|21,6,Q6PD62,S,943,21,CTR9
Q6PD62|939|K|53,6,Q6PD62,K,939,53,CTR9
Q5U5Q3|543|R|7,6,Q5U5Q3,R,543,7,MEX3C
Q8IXJ6|23|S|21,6,Q8IXJ6,S,23,21,SIRT2
Q96G46|271|T|21,6,Q96G46,T,271,21,DUS3L
Q8TDD1|37|R|7,6,Q8TDD1,R,37,7,DDX54
Q9Y2K6|132|S|21,6,Q9Y2K6,S,132,21,USP20
Q96BD5|455|S|21,6,Q96BD5,S,455,21,PHF21A
P78559|1675|S|21,6,P78559,S,1675,21,MAP1A
Q9UI08|369|S|21,6,Q9UI08,S,369,21,EVL
Q92974|175|T|21,6,Q92974,T,175,21,ARHGEF2
Q8TF40|758|S|21,6,Q8TF40,S,758,21,FNIP1
O75179|1699|S|21,6,O75179,S,1699,21,ANKRD17
Q6PKG0|228|S|21,6,Q6PKG0,S,228,21,LARP1
Q9H0G5|255|S|21,6,Q9H0G5,S,255,21,NSRP1
Q9UQ35|871|S|21,6,Q9UQ35,S,871,21,SRRM2
Q9C0C9|89|S|21,6,Q9C0C9,S,89,21,UBE2O
O43426|1391|S|21,6,O43426,S,1391,21,SYNJ1
Q9ULJ3|983|S|21,6,Q9ULJ3,S,983,21,ZBTB21
Q8IXJ6|25|S|21,6,Q8IXJ6,S,25,21,SIRT2
Q9H4L7|246|S|21,6,Q9H4L7,S,246,21,SMARCAD1
Q8WV99|185|T|21,6,Q8WV99,T,185,21,ZFAND2B
Q86YV0|229|R|7,6,Q86YV0,R,229,7,RASAL3
O60583|536|S|21,6,O60583,S,536,21,CCNT2
Q14493|20|S|21,6,Q14493,S,20,21,SLBP
O60583|538|S|21,6,O60583,S,538,21,CCNT2
Q14137|122|Y|21,6,Q14137,Y,122,21,BOP1
Q86U86|355|S|21,6,Q86U86,S,355,21,PBRM1
Q9NZJ0|508|T|21,6,Q9NZJ0,T,508,21,DTL
P16455|198|T|21,6,P16455,T,198,21,MGMT
Q76FK4|1084|S|21,6,Q76FK4,S,1084,21,NOL8
A3KN83|692|S|21,6,A3KN83,S,692,21,SBNO1
A3KN83|697|S|21,6,A3KN83,S,697,21,SBNO1
Q76FK4|1083|S|21,6,Q76FK4,S,1083,21,NOL8
Q14C86|740|S|21,6,Q14C86,S,740,21,GAPVD1
Q14493|23|S|21,6,Q14493,S,23,21,SLBP
O43426|1392|S|21,6,O43426,S,1392,21,SYNJ1
Q9UKS7|56|S|21,6,Q9UKS7,S,56,21,IKZF2
Q5SSJ5|431|S|21,6,Q5SSJ5,S,431,21,HP1BP3
P78559|2105|T|21,6,P78559,T,2105,21,MAP1A
Q9H0G5|254|S|21,6,Q9H0G5,S,254,21,NSRP1
O95819|852|S|21,6,O95819,S,852,21,MAP4K4
Q08945|667|S|21,6,Q08945,S,667,21,SSRP1
Q9ULJ3|348|S|21,6,Q9ULJ3,S,348,21,ZBTB21
O95155|83|S|21,6,O95155,S,83,21,UBE4B
Q9H9J4|1219|S|21,6,Q9H9J4,S,1219,21,USP42
Q9UI08|345|S|21,6,Q9UI08,S,345,21,EVL
Q9P1Y6|101|S|21,6,Q9P1Y6,S,101,21,PHRF1
