name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
Q00587|121|S|21,26,Q00587,S,121,21,CDC42EP1
O14745|315|S|21,26,O14745,S,315,21,NHERF1
P29692|119|S|21,26,P29692,S,119,21,EEF1D
P07355|12|S|21,26,P07355,S,12,21,ANXA2
Q641Q2|697|S|21,26,Q641Q2,S,697,21,WASHC2A
Q9NYV4|383|S|21,26,Q9NYV4,S,383,21,CDK12
Q15262|856|S|21,26,Q15262,S,856,21,PTPRK
Q09666|559|S|21,26,Q09666,S,559,21,AHNAK
P29692|118|S|21,26,P29692,S,118,21,EEF1D
Q7Z2W4|378|S|21,26,Q7Z2W4,S,378,21,ZC3HAV1
Q641Q2|704|S|21,26,Q641Q2,S,704,21,WASHC2A
Q13435|360|S|21,26,Q13435,S,360,21,SF3B2
Q96KB5|32|S|21,26,Q96KB5,S,32,21,PBK
Q16543|13|S|21,26,Q16543,S,13,21,CDC37
Q86U86|371|S|21,26,Q86U86,S,371,21,PBRM1
Q641Q2|700|S|21,26,Q641Q2,S,700,21,WASHC2A
P46937|164|S|21,26,P46937,S,164,21,YAP1
P02545|417|K|53,26,P02545,K,417,53,LMNA
P46100|1237|S|21,26,P46100,S,1237,21,ATRX
Q9P0K7|341|S|21,26,Q9P0K7,S,341,21,RAI14
Q9H1A4|51|S|21,26,Q9H1A4,S,51,21,ANAPC1
P19338|491|S|21,26,P19338,S,491,21,NCL
P46100|1244|S|21,26,P46100,S,1244,21,ATRX
Q8N556|711|S|21,26,Q8N556,S,711,21,AFAP1
Q5SRE5|1709|S|21,26,Q5SRE5,S,1709,21,NUP188
Q9P0K7|340|S|21,26,Q9P0K7,S,340,21,RAI14
O14745|316|S|21,26,O14745,S,316,21,NHERF1
O14745|317|S|21,26,O14745,S,317,21,NHERF1
Q92625|626|S|21,26,Q92625,S,626,21,ANKS1A
Q7Z2W4|393|T|21,26,Q7Z2W4,T,393,21,ZC3HAV1
P46100|1236|S|21,26,P46100,S,1236,21,ATRX
Q16543|5|S|21,26,Q16543,S,5,21,CDC37
Q9BTC0|1040|S|21,26,Q9BTC0,S,1040,21,DIDO1
Q9BTC0|1034|S|21,26,Q9BTC0,S,1034,21,DIDO1
Q9P0K7|335|S|21,26,Q9P0K7,S,335,21,RAI14
P08670|83|S|21,26,P08670,S,83,21,VIM
Q9UQ35|367|T|21,26,Q9UQ35,T,367,21,SRRM2
Q9NYV4|385|S|21,26,Q9NYV4,S,385,21,CDK12
Q15742|162|S|21,26,Q15742,S,162,21,NAB2
Q14676|331|T|21,26,Q14676,T,331,21,MDC1
Q7Z2W4|387|S|21,26,Q7Z2W4,S,387,21,ZC3HAV1
Q5SRE5|1708|S|21,26,Q5SRE5,S,1708,21,NUP188
Q9NUL3|492|S|21,26,Q9NUL3,S,492,21,STAU2
Q8NC51|234|S|21,26,Q8NC51,S,234,21,SERBP1
Q92625|624|S|21,26,Q92625,S,624,21,ANKS1A
Q14676|329|S|21,26,Q14676,S,329,21,MDC1
Q86W92|37|S|21,26,Q86W92,S,37,21,PPFIBP1
O14745|313|S|21,26,O14745,S,313,21,NHERF1
O75367|140|S|21,26,O75367,S,140,21,MACROH2A1
Q92625|628|S|21,26,Q92625,S,628,21,ANKS1A
Q9UQ35|848|T|21,26,Q9UQ35,T,848,21,SRRM2
P42167|208|T|21,26,P42167,T,208,21,TMPO
Q9P0K7|329|S|21,26,Q9P0K7,S,329,21,RAI14
Q9BTX1|500|S|21,26,Q9BTX1,S,500,21,NDC1
Q13895|167|S|21,26,Q13895,S,167,21,BYSL
Q9H1A4|60|S|21,26,Q9H1A4,S,60,21,ANAPC1
P16949|31|S|23,26,P16949,S,31,23,STMN1
Q9BTC0|1038|S|21,26,Q9BTC0,S,1038,21,DIDO1
O75717|333|S|21,26,O75717,S,333,21,WDHD1
P62805|48|S|21,26,P62805,S,48,21,H4C1
Q7Z2W4|386|S|21,26,Q7Z2W4,S,386,21,ZC3HAV1
O43432|1582|S|21,26,O43432,S,1582,21,EIF4G3
Q02880|1581|S|21,26,Q02880,S,1581,21,TOP2B
O14745|312|S|21,26,O14745,S,312,21,NHERF1
Q5SRE5|1717|S|21,26,Q5SRE5,S,1717,21,NUP188
Q08378|393|S|21,26,Q08378,S,393,21,GOLGA3
Q9NQG6|55|S|21,26,Q9NQG6,S,55,21,MIEF1
O60293|655|S|21,26,O60293,S,655,21,ZFC3H1
Q9H1A4|50|S|21,26,Q9H1A4,S,50,21,ANAPC1
O14745|308|S|21,26,O14745,S,308,21,NHERF1
Q8N556|714|R|7,26,Q8N556,R,714,7,AFAP1
Q13435|362|S|21,26,Q13435,S,362,21,SF3B2
Q8N3U4|1056|T|21,26,Q8N3U4,T,1056,21,STAG2
Q96G03|165|S|21,26,Q96G03,S,165,21,PGM2
Q8IU85|180|T|21,26,Q8IU85,T,180,21,CAMK1D
P46100|1245|S|21,26,P46100,S,1245,21,ATRX
